"CCAA"	"TMUNI"	"IDENTHOGAR"	"HH4_1_i"	"HH4_3_i"	"NORDEN"	"HH7A_i"	"HH7B_i"	"HH7b"	"HH8_i"	"IN1_01"	"IN1_02"	"IN1_03"	"IN1_04"	"IN1_05"	"IN1_06"	"IN1_07"	"IN1_08"	"IN1_09"	"IN1_98"	"IN1_99"	"IN2"	"IN3"	"FACTORHOGAR"
"12"	"1"	"05928111"	"1"	65	"02"	"6"	"2"	"2"	"5"	"1"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1800	"  "	427.027202
"12"	"1"	"05928131"	"1"	57	"01"	"1"	"1"	"7"	"5"	"1"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	775.583993
"12"	"1"	"05928131"	"2"	55	"02"	"6"	"2"	"7"	"5"	"1"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	775.583993
"12"	"1"	"05928131"	"2"	32	"03"	"6"	"3"	"7"	"1"	"1"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	775.583993
"12"	"1"	"05928131"	"1"	44	"04"	"6"	"4"	"7"	"1"	"1"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	775.583993
"12"	"1"	"05928131"	"2"	6	"05"	"6"	"5"	"7"	"3"	"1"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	775.583993
"12"	"1"	"05928141"	"1"	61	"01"	"1"	"1"	"6"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	3500	"  "	533.51591
"12"	"1"	"05928141"	"2"	92	"02"	"6"	"6"	"6"	"4"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	3500	"  "	533.51591
"12"	"1"	"05928171"	"2"	54	"01"	"1"	"1"	"2"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	443.976571
"12"	"1"	"05928171"	"1"	62	"02"	"6"	"2"	"2"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	443.976571
"12"	"1"	"05928201"	"1"	31	"01"	"6"	"3"	"4"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1850	"  "	741.605138
"12"	"1"	"05928201"	"2"	63	"02"	"1"	"1"	"4"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1850	"  "	741.605138
"12"	"1"	"05928201"	"1"	66	"03"	"6"	"2"	"4"	"4"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1850	"  "	741.605138
"12"	"1"	"05934011"	"1"	53	"01"	"1"	"1"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1000	"  "	477.22278
"12"	"1"	"05934011"	"2"	46	"02"	"6"	"2"	"3"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1000	"  "	477.22278
"12"	"1"	"05934011"	"2"	17	"03"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1000	"  "	477.22278
"12"	"1"	"05934021"	"2"	75	"01"	"1"	"1"	"6"	"4"	"6"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"03"	1000.078811
"12"	"1"	"05934021"	"2"	39	"02"	"6"	"3"	"6"	"5"	"6"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"03"	1000.078811
"12"	"1"	"05934021"	"1"	35	"03"	"6"	"3"	"6"	"2"	"6"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"03"	1000.078811
"12"	"1"	"05934031"	"2"	55	"01"	"1"	"1"	"7"	"1"	"1"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"04"	655.500796
"12"	"1"	"05934031"	"1"	54	"02"	"6"	"2"	"7"	"5"	"1"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"04"	655.500796
"12"	"1"	"05934031"	"2"	86	"03"	"6"	"6"	"7"	"4"	"1"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"04"	655.500796
"12"	"1"	"05934031"	"2"	11	"04"	"6"	"3"	"7"	"3"	"1"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"04"	655.500796
"12"	"1"	"05934031"	"1"	27	"05"	"6"	"3"	"7"	"3"	"1"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"04"	655.500796
"12"	"1"	"05934041"	"1"	81	"01"	"1"	"1"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1100	"  "	549.994216
"12"	"1"	"05934041"	"2"	77	"02"	"6"	"2"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1100	"  "	549.994216
"12"	"1"	"05934051"	"2"	75	"01"	"1"	"1"	"1"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	600	"  "	640.69406
"12"	"1"	"05934061"	"1"	51	"01"	"1"	"1"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"06"	1007.579497
"12"	"1"	"05934061"	"2"	45	"02"	"6"	"2"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"06"	1007.579497
"12"	"1"	"05934061"	"2"	23	"03"	"6"	"3"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"06"	1007.579497
"12"	"1"	"05934061"	"2"	12	"04"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"06"	1007.579497
"12"	"1"	"05934071"	"1"	52	"01"	"1"	"1"	"7"	"1"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	733.902709
"12"	"1"	"05934071"	"2"	15	"02"	"6"	"3"	"7"	"3"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	733.902709
"12"	"1"	"05934071"	"2"	74	"03"	"6"	"6"	"7"	"4"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	733.902709
"12"	"1"	"05934071"	"2"	52	"04"	"6"	"2"	"7"	"2"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	733.902709
"12"	"1"	"05934121"	"1"	41	"01"	"1"	"1"	"8"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	832.618811
"12"	"1"	"05934121"	"2"	39	"02"	"6"	"2"	"8"	"6"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	832.618811
"12"	"1"	"05934121"	"2"	81	"03"	"6"	"6"	"8"	"4"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	832.618811
"12"	"1"	"05934131"	"1"	74	"01"	"1"	"1"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1000	"  "	549.994216
"12"	"1"	"05934131"	"2"	71	"02"	"6"	"2"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1000	"  "	549.994216
"12"	"1"	"05934141"	"1"	65	"01"	"1"	"1"	"1"	"5"	"6"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	500	"  "	573.836777
"12"	"1"	"05934151"	"1"	67	"01"	"1"	"1"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	500	"  "	461.950869
"12"	"1"	"05934151"	"2"	64	"02"	"6"	"2"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	500	"  "	461.950869
"12"	"1"	"05934161"	"1"	70	"01"	"1"	"1"	"2"	"4"	"6"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"03"	427.027202
"12"	"1"	"05934161"	"2"	56	"02"	"6"	"2"	"2"	"5"	"6"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"03"	427.027202
"12"	"1"	"05949011"	"2"	33	"01"	"1"	"1"	"2"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	1909.624115
"12"	"1"	"05949011"	"1"	32	"02"	"6"	"2"	"2"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	1909.624115
"12"	"1"	"05949021"	"2"	66	"01"	"1"	"1"	"7"	"4"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	392.603518
"12"	"1"	"05949021"	"2"	45	"02"	"6"	"3"	"7"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	392.603518
"12"	"1"	"05949021"	"1"	6	"03"	"6"	"5"	"7"	"3"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	392.603518
"12"	"1"	"05949021"	"2"	69	"04"	"6"	"7"	"7"	"4"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	392.603518
"12"	"1"	"05949021"	"1"	66	"05"	"6"	"7"	"7"	"4"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	392.603518
"12"	"1"	"05949021"	"1"	61	"06"	"6"	"4"	"7"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	392.603518
"12"	"1"	"05949051"	"1"	59	"01"	"1"	"1"	"1"	"5"	"6"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	576	"  "	579.090548
"12"	"1"	"05949061"	"1"	54	"01"	"1"	"1"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1800	"  "	449.706038
"12"	"1"	"05949061"	"2"	49	"02"	"6"	"2"	"3"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1800	"  "	449.706038
"12"	"1"	"05949061"	"2"	11	"03"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1800	"  "	449.706038
"12"	"1"	"05949081"	"1"	44	"01"	"1"	"1"	"7"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1800	"  "	592.358226
"12"	"1"	"05949081"	"2"	32	"02"	"6"	"2"	"7"	"6"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1800	"  "	592.358226
"12"	"1"	"05949081"	"1"	10	"03"	"6"	"3"	"7"	"3"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1800	"  "	592.358226
"12"	"1"	"05949081"	"2"	4	"04"	"6"	"3"	"7"	"3"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1800	"  "	592.358226
"12"	"1"	"05949081"	"1"	78	"05"	"6"	"6"	"7"	"4"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1800	"  "	592.358226
"12"	"1"	"05949081"	"2"	74	"06"	"6"	"6"	"7"	"4"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1800	"  "	592.358226
"12"	"1"	"05949091"	"1"	58	"01"	"1"	"1"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"06"	579.090548
"12"	"1"	"05949101"	"1"	62	"01"	"1"	"1"	"8"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"1"	"6"	"6"	"6"	99998	"02"	507.529591
"12"	"1"	"05949101"	"1"	56	"02"	"6"	"7"	"8"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"1"	"6"	"6"	"6"	99998	"02"	507.529591
"12"	"1"	"05949141"	"2"	77	"01"	"1"	"1"	"6"	"4"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1600	"  "	711.481018
"12"	"1"	"05949141"	"1"	44	"02"	"6"	"3"	"6"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1600	"  "	711.481018
"12"	"1"	"05949161"	"1"	67	"01"	"1"	"1"	"6"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	560	"  "	886.928823
"12"	"1"	"05949161"	"1"	35	"02"	"6"	"3"	"6"	"2"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	560	"  "	886.928823
"12"	"1"	"05949171"	"2"	61	"01"	"1"	"1"	"3"	"6"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	888.169807
"12"	"1"	"05949171"	"1"	64	"02"	"6"	"2"	"3"	"4"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	888.169807
"12"	"1"	"05949171"	"2"	24	"03"	"6"	"3"	"3"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	888.169807
"12"	"1"	"05949191"	"1"	55	"01"	"1"	"1"	"8"	"5"	"6"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1200	"  "	407.223356
"12"	"1"	"05949191"	"2"	45	"02"	"6"	"2"	"8"	"6"	"6"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1200	"  "	407.223356
"12"	"1"	"05949191"	"2"	77	"03"	"6"	"6"	"8"	"4"	"6"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1200	"  "	407.223356
"12"	"1"	"05949201"	"1"	61	"01"	"1"	"1"	"7"	"4"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	615.471635
"12"	"1"	"05949201"	"2"	62	"02"	"6"	"2"	"7"	"6"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	615.471635
"12"	"1"	"05949201"	"1"	57	"03"	"6"	"7"	"7"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	615.471635
"12"	"1"	"05949201"	"1"	35	"04"	"6"	"4"	"7"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	615.471635
"12"	"1"	"05949201"	"2"	31	"05"	"6"	"3"	"7"	"6"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	615.471635
"12"	"1"	"05949201"	"1"	7	"06"	"6"	"5"	"7"	"3"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	615.471635
"12"	"1"	"05952011"	"2"	25	"01"	"6"	"3"	"4"	"2"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	1100.732736
"12"	"1"	"05952011"	"1"	26	"02"	"6"	"3"	"4"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	1100.732736
"12"	"1"	"05952011"	"2"	48	"03"	"1"	"1"	"4"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	1100.732736
"12"	"1"	"05952011"	"1"	54	"04"	"6"	"2"	"4"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	1100.732736
"12"	"1"	"05952021"	"2"	37	"01"	"1"	"1"	"5"	"2"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"1"	"6"	"6"	NA	"  "	728.127139
"12"	"1"	"05952021"	"1"	12	"02"	"6"	"3"	"5"	"3"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"1"	"6"	"6"	NA	"  "	728.127139
"12"	"1"	"05952021"	"2"	9	"03"	"6"	"3"	"5"	"3"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"1"	"6"	"6"	NA	"  "	728.127139
"12"	"1"	"05952031"	"1"	48	"01"	"1"	"1"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	899.142784
"12"	"1"	"05952031"	"2"	43	"02"	"6"	"2"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	899.142784
"12"	"1"	"05952031"	"1"	23	"03"	"6"	"3"	"3"	"2"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	899.142784
"12"	"1"	"05952051"	"1"	66	"01"	"1"	"1"	"8"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	491.691276
"12"	"1"	"05952051"	"2"	64	"02"	"6"	"2"	"8"	"2"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	491.691276
"12"	"1"	"05952051"	"2"	95	"03"	"6"	"6"	"8"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	491.691276
"12"	"1"	"05952061"	"1"	74	"01"	"1"	"1"	"4"	"4"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	632.107643
"12"	"1"	"05952061"	"1"	40	"02"	"6"	"3"	"4"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	632.107643
"12"	"1"	"05952061"	"2"	67	"03"	"6"	"2"	"4"	"4"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	632.107643
"12"	"1"	"05952091"	"2"	73	"01"	"1"	"1"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	516	"  "	549.994216
"12"	"1"	"05952091"	"1"	72	"02"	"6"	"2"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	516	"  "	549.994216
"12"	"1"	"05952121"	"2"	4	"01"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	3000	"  "	853.347221
"12"	"1"	"05952121"	"2"	35	"02"	"1"	"1"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	3000	"  "	853.347221
"12"	"1"	"05952121"	"1"	40	"03"	"6"	"2"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	3000	"  "	853.347221
"12"	"1"	"05952151"	"1"	44	"01"	"1"	"1"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	887.508805
"12"	"1"	"05952151"	"2"	42	"02"	"6"	"2"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	887.508805
"12"	"1"	"05952151"	"2"	7	"03"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	887.508805
"12"	"1"	"05952151"	"1"	3	"04"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	887.508805
"12"	"1"	"05952191"	"2"	35	"01"	"1"	"1"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1300	"  "	1302.969222
"12"	"1"	"05952201"	"1"	45	"01"	"6"	"2"	"2"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	407.50887
"12"	"1"	"05952201"	"2"	47	"02"	"1"	"1"	"2"	"2"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	407.50887
"12"	"1"	"05965031"	"1"	37	"01"	"1"	"1"	"6"	"2"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	516	"  "	937.328719
"12"	"1"	"05965031"	"2"	82	"02"	"6"	"6"	"6"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	516	"  "	937.328719
"12"	"1"	"05965041"	"2"	30	"01"	"1"	"1"	"3"	"2"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	850	"  "	1262.065985
"12"	"1"	"05965041"	"2"	4	"02"	"6"	"3"	"3"	"3"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	850	"  "	1262.065985
"12"	"1"	"05965041"	"1"	9	"03"	"6"	"3"	"3"	"3"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	850	"  "	1262.065985
"12"	"1"	"05965041"	"1"	29	"04"	"6"	"2"	"3"	"2"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	850	"  "	1262.065985
"12"	"1"	"05965071"	"2"	36	"01"	"1"	"1"	"4"	"6"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1000	"  "	700.652964
"12"	"1"	"05965071"	"1"	81	"02"	"6"	"6"	"4"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1000	"  "	700.652964
"12"	"1"	"05965071"	"2"	80	"03"	"6"	"6"	"4"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1000	"  "	700.652964
"12"	"1"	"05965091"	"1"	50	"01"	"1"	"1"	"8"	"2"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1700	"  "	637.240962
"12"	"1"	"05965091"	"2"	49	"02"	"6"	"2"	"8"	"6"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1700	"  "	637.240962
"12"	"1"	"05965091"	"1"	78	"03"	"6"	"6"	"8"	"4"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1700	"  "	637.240962
"12"	"1"	"05965091"	"2"	79	"04"	"6"	"6"	"8"	"4"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1700	"  "	637.240962
"12"	"1"	"05965101"	"2"	59	"01"	"1"	"1"	"2"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	414.624553
"12"	"1"	"05965101"	"1"	60	"02"	"6"	"2"	"2"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	414.624553
"12"	"1"	"05965111"	"1"	45	"01"	"1"	"1"	"7"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	754.818779
"12"	"1"	"05965111"	"2"	45	"02"	"6"	"2"	"7"	"6"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	754.818779
"12"	"1"	"05965111"	"2"	83	"03"	"6"	"6"	"7"	"4"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	754.818779
"12"	"1"	"05965111"	"1"	22	"04"	"6"	"3"	"7"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	754.818779
"12"	"1"	"05965111"	"1"	24	"05"	"6"	"3"	"7"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	754.818779
"12"	"1"	"05965121"	"1"	80	"01"	"1"	"1"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1100	"  "	549.994216
"12"	"1"	"05965121"	"2"	79	"02"	"6"	"2"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1100	"  "	549.994216
"12"	"1"	"05965131"	"2"	73	"01"	"1"	"1"	"1"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	587	"  "	640.69406
"12"	"1"	"05965171"	"1"	33	"01"	"1"	"1"	"2"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	1909.624115
"12"	"1"	"05965171"	"2"	34	"02"	"6"	"2"	"2"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	1909.624115
"12"	"1"	"05965191"	"1"	58	"01"	"1"	"1"	"3"	"4"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	942.86418
"12"	"1"	"05965191"	"2"	49	"02"	"6"	"2"	"3"	"6"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	942.86418
"12"	"1"	"05965191"	"1"	29	"03"	"6"	"3"	"3"	"2"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	942.86418
"12"	"1"	"05965191"	"1"	23	"04"	"6"	"3"	"3"	"1"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	942.86418
"12"	"1"	"05965221"	"2"	73	"01"	"1"	"1"	"6"	"4"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	1143.914041
"12"	"1"	"05965221"	"2"	27	"02"	"6"	"3"	"6"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	1143.914041
"12"	"1"	"05965221"	"1"	25	"03"	"6"	"3"	"6"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	1143.914041
"12"	"1"	"05965241"	"2"	32	"01"	"6"	"2"	"2"	"2"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1800	"  "	1909.624115
