"CCAA"	"TMUNI"	"IDENTHOGAR"	"HH4_1_i"	"HH4_3_i"	"NORDEN"	"HH7A_i"	"HH7B_i"	"HH7b"	"HH8_i"	"IN1_01"	"IN1_02"	"IN1_03"	"IN1_04"	"IN1_05"	"IN1_06"	"IN1_07"	"IN1_08"	"IN1_09"	"IN1_98"	"IN1_99"	"IN2"	"IN3"	"FACTORHOGAR"
"16"	"4"	"00017011"	"2"	58	"01"	"1"	"1"	"4"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"10"	1028.302441
"16"	"4"	"00017011"	"1"	55	"02"	"6"	"2"	"4"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"10"	1028.302441
"16"	"4"	"00017011"	"1"	27	"03"	"6"	"3"	"4"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"10"	1028.302441
"16"	"4"	"00017061"	"1"	52	"01"	"6"	"2"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"1"	NA	"  "	236.730288
"16"	"4"	"00017061"	"2"	52	"02"	"1"	"1"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"1"	NA	"  "	236.730288
"16"	"4"	"00017061"	"1"	7	"03"	"6"	"3"	"3"	"3"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"1"	NA	"  "	236.730288
"16"	"4"	"00017071"	"1"	78	"01"	"1"	"1"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1092	"  "	821.677914
"16"	"4"	"00017071"	"2"	72	"02"	"6"	"2"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1092	"  "	821.677914
"16"	"4"	"00017101"	"1"	43	"01"	"6"	"2"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	382.914952
"16"	"4"	"00017101"	"2"	46	"02"	"1"	"1"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	382.914952
"16"	"4"	"00017101"	"1"	8	"03"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	382.914952
"16"	"4"	"00017121"	"2"	73	"01"	"6"	"2"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"07"	821.677914
"16"	"4"	"00017121"	"1"	73	"02"	"1"	"1"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"07"	821.677914
"16"	"4"	"00017131"	"1"	43	"01"	"1"	"1"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"10"	542.035637
"16"	"4"	"00017131"	"2"	41	"02"	"6"	"2"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"10"	542.035637
"16"	"4"	"00017131"	"2"	7	"03"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"10"	542.035637
"16"	"4"	"00017131"	"2"	5	"04"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"10"	542.035637
"16"	"4"	"00017141"	"2"	64	"01"	"6"	"2"	"2"	"6"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	657.481527
"16"	"4"	"00017141"	"1"	66	"02"	"1"	"1"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	657.481527
"16"	"4"	"00017151"	"2"	77	"01"	"1"	"1"	"1"	"6"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	3000	"  "	813.424373
"16"	"4"	"00017171"	"2"	61	"01"	"1"	"1"	"2"	"6"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99999	"98"	571.123162
"16"	"4"	"00017171"	"1"	64	"02"	"6"	"2"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99999	"98"	571.123162
"16"	"4"	"00017181"	"1"	56	"01"	"1"	"1"	"1"	"2"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	900	"  "	860.846525
"16"	"4"	"00017191"	"2"	56	"01"	"1"	"1"	"3"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	645.370892
"16"	"4"	"00017191"	"2"	21	"02"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	645.370892
"16"	"4"	"00017191"	"1"	63	"03"	"6"	"2"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	645.370892
"16"	"4"	"00017221"	"2"	61	"01"	"1"	"1"	"2"	"6"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1900	"  "	657.481527
"16"	"4"	"00017221"	"1"	69	"02"	"6"	"2"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1900	"  "	657.481527
"16"	"4"	"00022011"	"1"	41	"01"	"6"	"7"	"5"	"1"	"1"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99999	"08"	1588.650593
"16"	"4"	"00022011"	"2"	36	"02"	"1"	"1"	"5"	"1"	"1"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99999	"08"	1588.650593
"16"	"4"	"00022011"	"1"	68	"03"	"6"	"6"	"5"	"4"	"1"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99999	"08"	1588.650593
"16"	"4"	"00022011"	"1"	39	"04"	"6"	"7"	"5"	"5"	"1"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99999	"08"	1588.650593
"16"	"4"	"00022021"	"2"	37	"01"	"6"	"3"	"6"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"04"	684.607184
"16"	"4"	"00022021"	"2"	63	"02"	"1"	"1"	"6"	"4"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"04"	684.607184
"16"	"4"	"00022031"	"1"	61	"01"	"1"	"1"	"4"	"4"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	850.414272
"16"	"4"	"00022031"	"2"	59	"02"	"6"	"2"	"4"	"6"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	850.414272
"16"	"4"	"00022031"	"2"	29	"03"	"6"	"3"	"4"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	850.414272
"16"	"4"	"00022041"	"2"	52	"01"	"1"	"1"	"4"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"06"	658.633923
"16"	"4"	"00022041"	"1"	54	"02"	"6"	"2"	"4"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"06"	658.633923
"16"	"4"	"00022041"	"1"	30	"03"	"6"	"3"	"4"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"06"	658.633923
"16"	"4"	"00022051"	"1"	64	"01"	"1"	"1"	"4"	"5"	"1"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	2900	"  "	1274.071063
"16"	"4"	"00022051"	"2"	54	"02"	"6"	"2"	"4"	"6"	"1"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	2900	"  "	1274.071063
"16"	"4"	"00022051"	"1"	29	"03"	"6"	"3"	"4"	"1"	"1"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	2900	"  "	1274.071063
"16"	"4"	"00022051"	"2"	25	"04"	"6"	"3"	"4"	"1"	"1"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	2900	"  "	1274.071063
"16"	"4"	"00022061"	"1"	53	"01"	"1"	"1"	"4"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"10"	582.913335
"16"	"4"	"00022061"	"2"	53	"02"	"6"	"2"	"4"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"10"	582.913335
"16"	"4"	"00022061"	"2"	27	"03"	"6"	"3"	"4"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"10"	582.913335
"16"	"4"	"00022071"	"2"	54	"01"	"1"	"1"	"5"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	680	"  "	281.046558
"16"	"4"	"00022071"	"1"	20	"02"	"6"	"3"	"5"	"2"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	680	"  "	281.046558
"16"	"4"	"00022081"	"2"	36	"01"	"1"	"1"	"2"	"2"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99999	"09"	1254.933566
"16"	"4"	"00022081"	"1"	32	"02"	"6"	"2"	"2"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99999	"09"	1254.933566
"16"	"4"	"00022111"	"2"	59	"01"	"1"	"1"	"2"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99999	"03"	581.43538
"16"	"4"	"00022111"	"1"	65	"02"	"6"	"2"	"2"	"4"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99999	"03"	581.43538
"16"	"4"	"00022121"	"1"	65	"01"	"6"	"2"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	657.481527
"16"	"4"	"00022121"	"2"	63	"02"	"1"	"1"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	657.481527
"16"	"4"	"00022141"	"1"	53	"01"	"1"	"1"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	622.128525
"16"	"4"	"00022141"	"2"	52	"02"	"6"	"2"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	622.128525
"16"	"4"	"00022141"	"1"	25	"03"	"6"	"3"	"6"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"09"	622.128525
"16"	"4"	"00022171"	"2"	52	"01"	"1"	"1"	"2"	"1"	"1"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1100	"  "	318.263699
"16"	"4"	"00022171"	"1"	62	"02"	"6"	"2"	"2"	"1"	"1"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1100	"  "	318.263699
"16"	"4"	"00038011"	"1"	43	"01"	"1"	"1"	"3"	"1"	"1"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	2200	"  "	726.256146
"16"	"4"	"00038011"	"2"	44	"02"	"6"	"2"	"3"	"2"	"1"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	2200	"  "	726.256146
"16"	"4"	"00038011"	"1"	13	"03"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	2200	"  "	726.256146
"16"	"4"	"00038041"	"2"	80	"01"	"1"	"1"	"1"	"6"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	845	"  "	813.424373
"16"	"4"	"00038051"	"1"	70	"01"	"1"	"1"	"1"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1000	"  "	785.83502
"16"	"4"	"00038061"	"2"	84	"01"	"1"	"1"	"1"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	800	"  "	813.424373
"16"	"4"	"00038081"	"1"	77	"01"	"1"	"1"	"1"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1350	"  "	785.83502
"16"	"4"	"00038101"	"1"	43	"01"	"1"	"1"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	610.808811
"16"	"4"	"00038101"	"2"	45	"02"	"6"	"2"	"3"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	610.808811
"16"	"4"	"00038101"	"1"	15	"03"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	610.808811
"16"	"4"	"00038111"	"1"	73	"01"	"1"	"1"	"1"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1500	"  "	785.83502
"16"	"4"	"00038141"	"2"	28	"01"	"1"	"1"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	470	"  "	1215.854999
"16"	"4"	"00038151"	"2"	15	"01"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1600	"  "	955.24335
"16"	"4"	"00038151"	"2"	21	"02"	"6"	"3"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1600	"  "	955.24335
"16"	"4"	"00038151"	"2"	46	"03"	"6"	"2"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1600	"  "	955.24335
"16"	"4"	"00038151"	"1"	46	"04"	"1"	"1"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1600	"  "	955.24335
"16"	"4"	"00038181"	"1"	82	"01"	"1"	"1"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1000	"  "	821.677914
"16"	"4"	"00038181"	"2"	81	"02"	"6"	"2"	"2"	"6"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1000	"  "	821.677914
"16"	"4"	"00038191"	"1"	81	"01"	"1"	"1"	"1"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1100	"  "	785.83502
"16"	"4"	"00038211"	"1"	81	"01"	"1"	"1"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	975	"  "	821.677914
"16"	"4"	"00038211"	"2"	76	"02"	"6"	"2"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	975	"  "	821.677914
"16"	"4"	"00043011"	"2"	79	"01"	"1"	"1"	"1"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	800	"  "	813.424373
"16"	"4"	"00043021"	"1"	64	"01"	"1"	"1"	"2"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	571.123162
"16"	"4"	"00043021"	"2"	64	"02"	"6"	"2"	"2"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	571.123162
"16"	"4"	"00043031"	"1"	65	"01"	"1"	"1"	"6"	"4"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"07"	1005.712244
"16"	"4"	"00043031"	"2"	25	"02"	"6"	"3"	"6"	"1"	"1"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"07"	1005.712244
"16"	"4"	"00043041"	"2"	53	"01"	"1"	"1"	"1"	"5"	"6"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	518	"  "	181.259696
"16"	"4"	"00043051"	"2"	65	"01"	"1"	"1"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1250	"  "	821.677914
"16"	"4"	"00043051"	"1"	74	"02"	"6"	"2"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1250	"  "	821.677914
"16"	"4"	"00043061"	"1"	63	"01"	"6"	"2"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1800	"  "	571.123162
"16"	"4"	"00043061"	"2"	60	"02"	"1"	"1"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1800	"  "	571.123162
"16"	"4"	"00043081"	"1"	52	"01"	"1"	"1"	"4"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	582.913335
"16"	"4"	"00043081"	"2"	50	"02"	"6"	"2"	"4"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	582.913335
"16"	"4"	"00043081"	"2"	26	"03"	"6"	"3"	"4"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	582.913335
"16"	"4"	"00043091"	"1"	67	"01"	"1"	"1"	"1"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	565	"  "	785.83502
"16"	"4"	"00043101"	"2"	43	"01"	"1"	"1"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"10"	228.65206
"16"	"4"	"00043101"	"1"	47	"02"	"6"	"2"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"10"	228.65206
"16"	"4"	"00043101"	"2"	10	"03"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"10"	228.65206
"16"	"4"	"00043101"	"2"	9	"04"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"10"	228.65206
"16"	"4"	"00043101"	"2"	5	"05"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"10"	228.65206
"16"	"4"	"00043111"	"2"	77	"01"	"1"	"1"	"1"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	813.424373
"16"	"4"	"00043121"	"2"	35	"01"	"1"	"1"	"5"	"2"	"6"	"6"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	910	"  "	245.569338
"16"	"4"	"00043121"	"1"	10	"02"	"6"	"3"	"5"	"3"	"6"	"6"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	910	"  "	245.569338
"16"	"4"	"00043121"	"1"	11	"03"	"6"	"3"	"5"	"3"	"6"	"6"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	910	"  "	245.569338
"16"	"4"	"00043121"	"2"	5	"04"	"6"	"3"	"5"	"3"	"6"	"6"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	910	"  "	245.569338
"16"	"4"	"00043121"	"1"	1	"05"	"6"	"3"	"5"	"3"	"6"	"6"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	910	"  "	245.569338
"16"	"4"	"00043131"	"1"	45	"01"	"1"	"1"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"10"	638.941191
"16"	"4"	"00043131"	"2"	42	"02"	"6"	"2"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"10"	638.941191
"16"	"4"	"00043131"	"2"	10	"03"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"10"	638.941191
"16"	"4"	"00043131"	"1"	8	"04"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"10"	638.941191
"16"	"4"	"00056021"	"2"	69	"01"	"1"	"1"	"1"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	600	"  "	813.424373
"16"	"4"	"00056041"	"2"	33	"01"	"6"	"2"	"2"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	2008.157578
"16"	"4"	"00056041"	"1"	34	"02"	"1"	"1"	"2"	"2"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"05"	2008.157578
"16"	"4"	"00056051"	"1"	35	"01"	"1"	"1"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	2500	"  "	887.130004
"16"	"4"	"00056051"	"2"	34	"02"	"6"	"2"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	2500	"  "	887.130004
"16"	"4"	"00056051"	"1"	7	"03"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	2500	"  "	887.130004
"16"	"4"	"00056051"	"1"	14	"04"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	2500	"  "	887.130004
"16"	"4"	"00056061"	"1"	61	"01"	"1"	"1"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"08"	505.750595
"16"	"4"	"00056061"	"2"	58	"02"	"6"	"2"	"2"	"6"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"08"	505.750595
"16"	"4"	"00056071"	"2"	55	"01"	"1"	"1"	"2"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"1"	"6"	"6"	NA	"  "	505.750595
"16"	"4"	"00056071"	"1"	62	"02"	"6"	"2"	"2"	"2"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"1"	"6"	"6"	NA	"  "	505.750595
"16"	"4"	"00056091"	"2"	29	"01"	"1"	"1"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1100	"  "	1215.854999
"16"	"4"	"00056141"	"1"	38	"01"	"1"	"1"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	818.849448
"16"	"4"	"00056141"	"2"	37	"02"	"6"	"2"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	818.849448
"16"	"4"	"00056141"	"1"	6	"03"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	818.849448
"16"	"4"	"00056141"	"2"	0	"04"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	818.849448
"16"	"4"	"00056161"	"1"	76	"01"	"1"	"1"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99999	"98"	821.677914
"16"	"4"	"00056161"	"2"	75	"02"	"6"	"2"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99999	"98"	821.677914
"16"	"4"	"00056171"	"2"	39	"01"	"6"	"2"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	2500	"  "	862.024951
"16"	"4"	"00056171"	"1"	40	"02"	"1"	"1"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	2500	"  "	862.024951
"16"	"4"	"00056171"	"1"	12	"03"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	2500	"  "	862.024951
"16"	"4"	"00056171"	"2"	10	"04"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	2500	"  "	862.024951
"16"	"4"	"00056181"	"1"	60	"01"	"1"	"1"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	645.370892
"16"	"4"	"00056181"	"2"	57	"02"	"6"	"2"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	645.370892
"16"	"4"	"00056181"	"2"	23	"03"	"6"	"3"	"3"	"3"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"98"	645.370892
"16"	"4"	"00056191"	"1"	56	"01"	"1"	"1"	"2"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"08"	608.292328
"16"	"4"	"00056191"	"2"	56	"02"	"6"	"2"	"2"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	99998	"08"	608.292328
"16"	"4"	"00056211"	"2"	60	"01"	"6"	"2"	"2"	"6"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1100	"  "	571.123162
"16"	"4"	"00056211"	"1"	62	"02"	"1"	"1"	"2"	"4"	"6"	"6"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1100	"  "	571.123162
"16"	"4"	"00069031"	"1"	33	"01"	"1"	"1"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	1200	"  "	1726.848839
"16"	"4"	"00069071"	"1"	48	"01"	"1"	"1"	"3"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	3300	"  "	1377.311417
"16"	"4"	"00069071"	"2"	45	"02"	"6"	"2"	"3"	"1"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	3300	"  "	1377.311417
"16"	"4"	"00069071"	"2"	16	"03"	"6"	"3"	"3"	"3"	"1"	"1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	3300	"  "	1377.311417
