"CCAA"	"IDENTHOGAR"	"ESTRATO"	"SEXO"	"EDAD"	"NORDEN"	"NADULTOS"	"NMENORES"	"A9"	"NORDEN_Pref"	"A7_2a"	"A7_2m"	"A8"	"NORINF"	"A5_otra"	"A10"	"A11"	"A12"	"B13"	"B14"	"B15_2"	"B16_2"	"B17"	"B18"	"B19a_2"	"B19b_2"	"B20a_2"	"B20b_2"	"B21a"	"B21b"	"CLASE_PR"	"C22_1"	"C22_2"	"C22_3"	"C22_4"	"C22_5"	"C22_6"	"C22_7"	"C22_8"	"C22_9"	"D23_1"	"D23_2"	"D23_3"	"D23_4"	"D23_5"	"D23_6"	"D23_7"	"D23_8"	"D23_9"	"D23_10"	"D23_11"	"D24"	"INGRESOS"	"FACTORHOGAR"
01	0007758	6	1	65	01	2	0	1	01	02		02	02		08	3	2	1							012		314		2	4	1	3	3	3	3	3	3	3	3													01	1
01	0007759	6	1	84	01	2	0	1	01	02		02	01		04	3	2	1							251		131		2	1	2	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		02	1
01	0007760	6	1	53	01	4	0	1	01	03		06	03		05	1	3							412		712		1		5	3	3	3	3	3	3	3	3	2													03	1
01	0007760	6	1	24	03	4	0			03		01	03			4	3													5	3	3	3	3	3	3	3	3	2	1	2	2	2	2	2	2	2	2	2	2		03	1
01	0007761	6	1	47	01	2	1			01	03	01	01			1	3													4	3	3	3	3	3	3	3	3	2	1	2	2	2	2	2	2	2	2	2	2		04	1
01	0007761	6	1	3	03	2	1			01	03	03	01		01	4	3													4	3	3	3	3	3	3	3	3	2													04	1
01	0007762	6	2	52	02	5	0			04		06	01		06	6	7													5	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		04	1
01	0007762	6	2	22	04	5	0			04		01	01		06	4	7													5	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		04	1
01	0007763	6	1	49	01	2	2	1	01	01	03	01	01			1	3													5	1	3	3	1	3	3	3	1	2	1	2	2	2	2	2	2	2	2	2	2		02	1
01	0007763	6	1	11	03	2	2			01	03	03	01		03	4	3													5	1	3	3	1	3	3	3	1	2													02	1
01	0007764	6	1	56	01	2	3	1	01	02	03	02	02		05	1	3							012		611		3		5	3	3	2	3	3	3	3	3	3													01	1
01	0007764	6	1	13	03	2	3			02	03	03	02		04	4	3													5	3	3	2	3	3	3	3	3	3													01	1
01	0007764	6	1	8	05	2	3			02	03	03	02		01	4	3													5	3	3	2	3	3	3	3	3	3													01	1
01	0007766	5	2	95	01	1	0	1	01	01		01	01			3	1													6	2	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		01	1
01	0007767	5	2	62	02	2	0			01		02	01		04	3	2													5	3	3	3	2	3	3	3	3	3													03	1
01	0007768	5	2	61	02	2	0	1	02	01		06	01		05	2	5						1		552		511		1	5	3	3	2	3	3	3	2	2	2													02	1
01	0007770	5	2	60	01	1	0	1	01	01		01	01			6	1													5	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	1	2	2	2		01	1
01	0007771	5	2	54	02	2	0			01		02	02		08	1	2													5	1	2	1	3	3	3	2	3	3													04	1
01	0007772	5	2	2	02	2	1			01	02	03	03		01	7	3													5	3	3	1	3	3	3	1	3	3													04	1
01	0007773	5	2	44	01	2	2	1	01	01	03	01	01			1	3													5	3	3	2	3	3	3	2	3	3	1	2	2	2	2	2	2	2	2	2	2		02	1
01	0007773	5	1	1	03	2	2			01	03	03	01		01	7	3													5	3	3	2	3	3	3	2	3	3													02	1
01	0007774	5	1	54	01	4	0	1	01	04		06	03		05	5	3	1							012		611		3	5	3	3	3	3	3	3	3	3	3													03	1
01	0007774	5	1	24	03	4	0			04		07	03		05	4	3													5	3	3	3	3	3	3	3	3	3													03	1
01	0007775	5	2	46	01	3	0	1	01	01		01	01			1	3													5	3	2	1	2	3	3	2	3	3	1	2	2	2	2	2	2	2	2	2	2		01	1
01	0007775	5	2	16	04	3	0			01		03	01		05	4	3													5	3	2	1	2	3	3	2	3	3													01	1
01	0007777	5	2	65	02	1	0	1	02	02		01	02			6	1													6	3	3	2	2	3	3	2	3	3	2	2	2	2	2	2	2	1	2	2	2		01	1
01	0007778	5	2	75	02	2	0	1	02	02		01	02			3	2													5	3	3	1	2	3	3	3	1	3	2	2	1	2	2	2	2	2	2	2	2		03	1
01	0007779	5	2	82	02	2	0			01		02	02		03	6	2													4	3	3	3	2	3	3	3	2	3	2	2	1	2	2	2	2	2	2	2	2		02	1
01	0007780	5	2	45	02	3	0			01		02	01		05	2	3													5	3	3	1	3	3	3	1	1	2													01	1
01	0007781	5	1	56	01	4	0	1	01	04		06	04		06	1	3							471		351		1		3	3	3	3	3	3	3	3	3	3													05	1
01	0007781	5	2	22	03	4	0			04		07	04		06	4	3													3	3	3	3	3	3	3	3	3	3													05	1
01	0007782	5	1	58	01	3	0			02		02	02		05	1	3													5	3	3	9	3	3	3	3	3	3													03	1
01	0007782	5	2	16	03	3	0			02		03	02		05	4	3													5	3	3	9	3	3	3	3	3	3													03	1
01	0007783	5	2	9	02	1	2			01	03	03	01		01	4	5													4	3	3	2	1	3	3	3	2	3													04	1
01	0007784	5	1	40	01	2	2	1	01	04	03	02	04		09	1	3							662		351		3		3	2	3	3	2	3	3	3	3	3													03	1
01	0007784	5	2	3	03	2	2			04	03	03	04		01	4	3													3	2	3	3	2	3	3	3	3	3													03	1
01	0007785	6	1	68	01	1	0	1	01	01		01	01			3	1													3	1	1	3	3	3	3	3	2	3	2	2	1	2	2	2	2	2	2	2	2		03	1
01	0007787	6	1	64	01	1	0	1	01	01		01	01			1	1													6	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		01	1
01	0007789	6	2	57	01	2	0			01		01	01			6	2													9	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		03	1
01	0007790	6	2	90	01	2	0	1	01	02		06	02		04	3	6	2		162	781	1								5	3	3	3	2	3	3	3	3	3													03	1
01	0007791	6	2	55	01	1	0	1	01	01		01	01			3	1													9	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		01	1
01	0007792	6	2	59	02	2	0			02		01	02			6	2													5	3	3	3	1	3	3	2	3	3	1	2	2	2	2	2	2	2	2	2	2		01	1
01	0007793	6	1	49	02	2	0			01		03	01		05	2	6													6	3	3	3	3	3	3	3	3	3													02	1
01	0007795	4	1	52	01	1	0	1	01	01		01	01			2	1													4	3	3	3	2	3	2	2	3	3	2	2	2	1	2	2	2	2	2	2	2		01	1
01	0007797	4	1	32	01	2	1	1	01	01	03	01	01			1	3													5	3	3	1	3	3	3	2	3	3	1	2	2	2	2	2	2	2	2	2	2		03	1
01	0007797	4	2	1	03	2	1			01	03	03	01		01	7	3													5	3	3	1	3	3	3	2	3	3													03	1
01	0007798	4	1	54	03	2	0	1	03	03		01	02		05	1	2													5	3	3	3	2	3	3	2	3	3	1	2	2	2	2	2	2	2	2	2	2		03	1
01	0007799	4	1	42	02	2	2	1	02	01	04	02	01		05	1	3							773		843		1		5	2	3	1	1	3	3	2	3	3													04	1
01	0007799	4	1	1	04	2	2			01	04	03	01		01	7	3													5	2	3	1	1	3	3	2	3	3													04	1
01	0007801	4	1	46	01	2	2			02	04	02	02		05	1	3													1	2	2	2	2	3	3	1	1	2													03	1
01	0007801	4	1	10	03	2	2			02	04	03	02		03	4	3													1	2	2	2	2	3	3	1	1	2													03	1
01	0007802	6	2	53	01	1	0	1	01	01		01	01			2	1													5	3	3	3	1	3	3	3	2	3	2	1	2	2	2	2	2	2	2	2	2		01	1
01	0007804	6	2	51	01	2	0			02		02	01		05	6	2													4	3	3	3	1	3	3	1	3	3													03	1
01	0007805	6	1	89	01	2	0	1	01	01		01	01			3	2													5	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		02	1
01	0007806	6	1	65	01	2	0			02		02	02		06	3	2													3	1	3	3	2	3	3	2	3	3													03	1
01	0007807	6	1	30	01	1	0	1	01	01		01	01			1	1													5	2	3	3	2	3	3	2	3	3	1	2	2	2	2	2	2	2	2	2	2		02	1
01	0007808	6	1	49	02	3	0			04		06	00	1	05	1	3													3	3	3	3	2	3	3	3	3	3													05	1
01	0007809	6	1	7	01	2	1			03	01	03	02		01	4	3													3	3	3	3	3	3	3	3	3	3													01	1
01	0007809	6	1	48	03	2	1	1	03	03	01	01	02		08	1	3													3	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		01	1
01	0007810	6	2	41	02	4	0			03		06	02		09	4	3													1	3	3	2	3	3	3	2	3	3	1	2	2	2	1	2	2	2	2	2	2	1	04	1
01	0007810	6	2	16	04	4	0			03		07	02		05	4	3													1	3	3	2	3	3	3	2	3	3	1	2	2	2	1	2	2	2	2	2	2	1	04	1
01	0007811	6	1	39	02	2	2	1	02	02	04	01	01		05	1	3													5	3	3	1	2	3	3	3	2	3	1	2	2	2	2	2	2	2	2	2	2		05	1
01	0007811	6	1	5	04	2	2			02	04	03	01		01	4	3													5	3	3	1	2	3	3	3	2	3													05	7
07	0007813	4	1	91	01	1	0	1	01	01		01	01			3	1													5	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		01	7
07	0007815	4	2	25	01	1	0	1	01	01		01	01			4	1													9	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	1	2	2	2		99	7
07	0007817	4	1	14	01	1	1			02	01	03	02		05	4	5													5	2	2	3	2	2	2	2	3	3													02	7
07	0007818	4	1	47	01	3	1	1	01	02	04	02	01		04	1	3							162		713		1		4	3	3	3	3	3	3	3	3	3													05	7
07	0007818	4	1	19	03	3	1			02	04	03	01		05	1	3													4	3	3	3	3	3	3	3	3	3													05	7
07	0007819	6	2	93	01	1	0	1	01	01		01	01			3	1													5	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		01	7
07	0007821	6	2	84	01	1	0	1	01	01		01	01			3	1													6	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		02	7
07	0007822	6	1	84	02	2	0			02		01	01		06	3	2													3	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		05	7
07	0007824	6	2	50	01	2	0			01		01	01			7	2													1	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		04	7
07	0007825	6	1	95	01	2	0	1	01	01		01	00	1	04	3	2													6	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		02	7
07	0007826	6	1	63	01	2	0	1	01	01		01	01			1	2													6	3	3	3	2	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		02	7
07	0007827	6	1	91	01	1	0	1	01	01		01	01			3	1													5	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		01	7
07	0007828	6	2	60	02	3	0			03		06	03		04	2	7													6	3	3	3	3	3	3	3	3	3													03	7
07	0007829	6	1	81	01	4	0			03		06	03		04	3	8													5	3	3	3	3	3	3	3	3	3													04	7
07	0007829	6	1	52	03	4	0	1	03	03		01	03			1	8													5	3	3	3	3	3	3	3	3	3	1	2	1	2	2	2	2	2	2	2	2	1	04	7
07	0007830	6	2	85	01	1	0	1	01	01		01	01			3	1													9	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		02	7
07	0007832	6	2	89	01	1	0	1	01	01		01	01			3	1													3	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		02	7
07	0007833	6	2	59	02	2	0			02		01	01		05	2	2													5	3	3	3	3	3	3	3	3	3	2	1	1	2	2	2	2	2	2	2	2	3	04	7
07	0007835	6	2	78	01	1	0	1	01	01		01	01			3	1													5	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		02	7
07	0007836	6	2	38	02	3	0			01		04	02		05	6	8													3	3	3	3	3	3	3	3	3	3													05	7
07	0007837	6	1	84	01	2	0	1	01	01		01	01			3	2													5	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		02	7
07	0007838	6	1	81	01	3	0			03		06	03		04	3	6													3	3	3	3	3	3	3	3	3	3													05	7
07	0007838	6	2	45	03	3	0	1	03	03		01	03			1	6													3	3	3	3	3	3	3	3	3	3	1	2	1	2	2	2	2	2	2	2	2	1	05	7
07	0007839	6	1	1	02	2	1			04	02	03	01		01	7	3													4	3	3	3	3	3	3	3	3	3													02	7
07	0007840	6	2	68	01	1	0	1	01	01		01	01			3	1													6	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		01	7
07	0007842	6	2	56	01	1	0	1	01	01		01	01			1	1													6	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		02	7
07	0007843	6	2	73	02	2	0			02		01	02			6	2													9	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		04	7
07	0007844	6	1	42	02	2	0			01		03	01		06	1	6													4	2	3	3	2	3	3	1	3	2													04	7
07	0007845	6	1	56	02	2	0	1	02	01		02	01		06	3	2	1							089		811		1	5	3	3	3	2	3	3	3	3	3													04	7
07	0007846	6	2	70	02	2	0			02		01	02			6	2													9	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		04	7
07	0007847	6	2	29	02	3	0			01		03	01		07	1	4													5	2	3	3	3	3	3	3	3	3													04	7
07	0007848	6	1	77	01	4	0	1	01	04		08	03		04	3	8	1							089		811		1	5	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		05	7
07	0007848	6	1	52	03	4	0			04		08	03		05	5	8													5	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		05	7
07	0007849	6	1	44	01	3	0	1	01	02		02	01		05	1	3							452		731		1		4	3	3	3	3	3	3	3	3	3													03	7
07	0007849	6	2	15	03	3	0			02		03	01		04	4	3													4	3	3	3	3	3	3	3	3	3													03	7
07	0007850	6	1	37	02	2	2	1	02	02	04	01	02			1	3													3	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		04	7
07	0007850	6	1	4	04	2	2			02	04	03	02		01	4	3													3	3	3	3	3	3	3	3	3	3													04	7
07	0007852	1	1	64	01	1	0	1	01	01		01	01			1	1													1	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		05	7
07	0007853	1	1	69	02	2	0	1	02	02		01	02			3	8													4	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	1	2	2	2	3	03	7
07	0007854	1	2	83	02	2	0			02		01	01		09	3	2													1	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		05	7
07	0007855	1	1	51	02	2	0	1	02	02		01	02			1	2													9	2	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		05	7
07	0007856	1	2	23	02	2	0			02		01	01		09	4	5													5	3	3	3	3	3	3	3	3	3	2	1	2	2	2	2	2	2	2	2	2		02	7
07	0007858	1	2	39	01	2	1			01	03	01	01			1	3													1	2	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		05	7
07	0007858	1	2	2	03	2	1			01	03	03	01		01	7	3													1	2	3	3	3	3	3	3	3	3													05	7
07	0007860	1	1	55	01	5	0	1	01	02		02	01		09	1	3							842		259		1		1	3	3	3	3	3	3	3	3	3													05	7
07	0007860	1	2	18	03	5	0			02		03	01		06	4	3													1	3	3	3	3	3	3	3	3	3													05	7
07	0007860	1	2	15	05	5	0			02		03	01		04	4	3													1	3	3	3	3	3	3	3	3	3													05	7
07	0007862	1	2	51	01	1	0	1	01	01		01	01			2	1													5	2	3	3	2	3	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2		01	7
07	0007864	1	2	76	01	1	0	1	01	01		01	01			3	1													5	3	3	3	2	3	1	3	3	1	2	2	2	2	2	2	2	1	2	2	2		01	7
07	0007865	1	2	70	02	2	0			02		01	02			6	2													5	1	2	3	3	3	1	2	3	1	2	2	1	2	2	2	2	2	2	2	2		02	7
07	0007866	1	1	40	02	3	0			01		03	01		04	1	4													5	2	3	1	3	3	3	3	3	3													04	7
07	0007867	1	2	87	01	3	0			03		06	03		04	3	8													5	1	1	3	1	3	2	1	3	1													04	7
07	0007867	1	2	54	03	3	0	1	03	03		01	03			1	8													5	1	1	3	1	3	2	1	3	1	1	2	2	2	2	2	2	2	2	2	2		04	7
07	0007868	1	2	39	02	2	1			01	03	02	01		09	1	3													2	2	3	2	1	3	3	2	1	1													05	7
07	0007869	1	2	64	01	1	0	1	01	01		01	01			1	1													1	3	3	3	2	3	3	2	2	3	1	2	2	2	2	2	2	2	2	2	2		05	7
07	0007871	1	1	31	01	1	0	1	01	01		01	01			1	1													3	1	3	3	1	3	3	3	3	2	1	2	2	2	2	2	2	2	2	2	2		02	7
07	0007873	1	1	25	01	3	0			01		01	01			4	4													4	2	3	3	2	3	3	2	3	1	2	2	1	2	2	2	2	2	2	2	2		02	7
07	0007873	1	1	66	03	3	0	1	03	01		06	01		07	3	4	1							432		751		1	4	2	3	3	2	3	3	2	3	1													02	7
07	0007875	1	1	74	01	2	0	1	01	01		01	00	1	04	3	2													5	9	9	9	9	9	9	9	9	9	2	2	1	2	2	2	2	2	2	2	2		03	7
07	0007876	1	1	89	01	1	0	1	01	01		01	01			3	1													3	3	3	3	3	3	3	2	3	3	2	2	1	2	2	2	2	2	2	2	2		01	7
07	0007877	1	2	56	03	2	0	1	03	03		01	02		06	1	2													3	3	3	3	3	3	3	2	3	3	1	2	1	2	2	2	2	2	2	2	2	1	04	7
07	0007878	1	2	9	02	1	1			01	02	03	01		01	4	5													6	1	3	3	3	3	3	1	3	3													01	7
07	0007880	1	2	76	01	2	0			02		02	01		04	6	2													3	2	3	3	3	3	3	3	3	3													02	7
07	0007881	1	2	77	01	2	0			01		01	01			3	2													3	2	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		03	7
07	0007882	1	1	42	01	1	0	1	01	01		01	01			1	1													4	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		04	7
07	0007884	1	2	83	01	1	0	1	01	01		01	01			3	1													6	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		01	7
07	0007885	1	1	88	02	2	0	1	02	02		01	00	1	04	3	2													3	3	3	3	3	3	3	2	3	3	2	2	1	2	2	2	2	2	2	2	2		03	7
07	0007886	1	1	44	02	2	0	1	02	02		01	02			1	2													5	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		03	7
07	0007887	1	2	63	02	2	0			01		02	01		07	3	2													5	3	3	3	3	3	3	3	3	3													04	7
07	0007888	1	1	22	02	2	0			02		01	02			4	5													9	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		02	7
07	0007889	1	2	8	02	2	1			03	02	03	03		01	4	3													1	2	2	3	1	2	2	2	1	2													04	7
07	0007890	1	1	37	01	2	1	1	01	01	03	01	01			1	3													5	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		03	7
07	0007890	1	1	7	03	2	1			01	03	03	01		01	4	3													5	3	3	3	3	3	3	3	3	3													03	7
07	0007892	1	2	66	01	1	0	1	01	01		01	01			1	1													5	2	2	3	3	3	3	3	1	3	1	2	2	2	2	2	2	2	2	2	2		01	7
07	0007893	1	1	61	02	2	0			02		01	02			1	2													4	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		99	7
07	0007895	1	2	59	01	3	0	1	01	01		01	01			1	3													3	3	2	3	2	3	3	3	3	3	1	2	1	2	2	2	2	2	2	2	2	1	05	7
07	0007895	1	1	21	04	3	0			01		03	01		04	2	3													3	3	2	3	2	3	3	3	3	3													05	7
07	0007896	1	2	81	02	2	0			01		02	02		06	3	2													3	3	3	3	1	3	3	3	2	3	2	2	1	2	2	2	2	1	2	2	2	3	03	7
07	0007897	1	2	77	02	2	0			01		02	01		05	3	2													4	2	2	3	2	3	3	3	3	3													05	7
07	0007898	1	1	25	02	3	0			01		03	01		09	4	5													1	3	3	3	3	3	3	3	3	3													04	7
07	0007899	1	2	71	01	2	0			01		01	02		04	6	2													3	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		04	7
07	0007900	1	2	62	01	3	0			02		02	02		06	1	4													3	3	3	3	3	3	3	3	3	3													04	7
07	0007900	1	1	31	03	3	0			02		03	02		09	2	4													3	3	3	3	3	3	3	3	3	3													04	7
07	0007901	1	2	64	02	3	0			01		02	01		09	1	4													4	3	3	3	3	3	3	3	3	3													05	7
07	0007902	1	1	68	01	2	0	1	01	02		02	01		04	3	2	1							471		521		1	4	3	3	3	3	3	3	3	3	3													05	7
07	0007903	1	1	47	01	3	1	1	01	01	04	01	01			1	3													3	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		05	7
07	0007903	1	1	17	03	3	1			01	04	03	01		05	4	3													3	3	3	3	3	3	3	3	3	3													05	7
07	0007904	1	1	58	01	1	0	1	01	01		01	01			1	1													5	3	3	3	3	3	3	3	2	3	1	2	2	2	2	2	2	2	2	2	2		04	7
07	0007906	1	2	76	01	1	0	1	01	01		01	01			3	1													3	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		04	7
07	0007908	1	1	91	01	2	0	1	01	02		02	02		04	3	2	1							491		740		1	4	2	3	3	3	3	3	3	3	3													02	7
07	0007909	1	2	72	01	2	0			02		02	02		06	3	2													3	2	3	3	1	2	2	2	1	3													04	7
07	0007910	1	2	85	01	2	0			02		06	02		04	3	6													2	2	3	3	3	3	3	3	3	3													04	7
07	0007911	1	1	74	01	3	0	1	01	02		06	02		05	3	4	1							494		841		1	5	3	3	3	3	3	3	3	3	3													05	7
07	0007911	1	2	69	03	3	0			02		06	02		05	3	4													5	3	3	3	3	3	3	3	3	3													05	7
07	0007912	1	2	43	02	2	2			01	03	02	02		07	1	3													4	3	2	3	3	9	9	3	2	3													05	7
07	0007912	1	2	2	04	2	2			01	03	03	02		01	7	3													4	3	2	3	3	9	9	3	2	3													05	7
07	0007913	1	1	20	02	3	0			03		03	01		04	2	5													5	3	3	3	3	3	3	3	3	3													01	7
07	0007914	1	1	75	01	1	0	1	01	01		01	01			3	1													3	2	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		01	7
07	0007915	1	1	54	02	2	1	1	02	01	03	02	01		09	1	3							360		430		1		3	3	3	3	3	3	3	3	2	3													05	7
07	0007916	1	1	79	01	2	0	1	01	01		01	01			3	2													5	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		04	7
07	0007917	1	1	66	01	2	0			01		01	01			1	2													5	3	3	3	2	3	3	1	2	2	1	2	2	2	2	2	2	2	2	2	2		04	7
07	0007918	1	2	57	01	3	0			01		01	02		05	6	3													5	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		03	7
07	0007918	1	1	55	03	3	0	1	03	01		02	02		07	1	3							494		843		1		5	3	3	3	3	3	3	3	3	3													03	7
07	0007919	1	1	8	02	1	2			01	02	03	01		01	4	5													5	3	3	3	3	3	3	3	3	3													02	7
07	0007920	1	1	55	01	3	0	1	01	02		06	01		05	1	5							000		000		1		9	3	3	3	3	3	3	3	3	3													05	7
07	0007920	1	1	22	03	3	0			02		07	01		05	4	5													9	3	3	3	3	3	3	3	3	3													05	7
07	0007921	1	2	57	02	3	0			01		02	01		07	1	4													5	3	3	3	3	3	3	3	3	3													05	7
07	0007922	1	2	72	01	2	0			02		02	01		04	6	2													4	3	3	3	3	3	3	3	3	3													02	7
07	0007923	6	2	80	01	1	0	1	01	01		01	01			3	1													5	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		02	7
07	0007924	6	2	47	02	2	1	1	02	02	03	01	01		04	2	3													3	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		01	7
07	0007925	6	2	53	01	2	0			02		02	01		07	5	2													5	3	3	3	3	3	3	3	3	3													05	7
07	0007926	6	2	79	01	1	0	1	01	01		01	01			3	1													5	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		01	7
07	0007927	6	2	43	02	2	0	1	02	02		01	01		05	2	2													5	3	3	3	3	3	3	3	3	3	1	1	2	2	2	2	2	2	2	2	2	1	01	7
07	0007929	4	2	62	01	1	0	1	01	01		01	01			2	1													6	3	3	3	3	3	3	3	3	3	2	1	2	2	2	2	2	2	2	2	2		01	7
07	0007931	4	1	73	01	1	0	1	01	01		01	01			3	1													5	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		02	7
07	0007932	4	1	60	02	2	0	1	02	01		02	01		09	1	2							467		430		1		3	3	3	3	2	3	3	3	2	3													03	7
07	0007933	4	2	77	02	2	0	1	02	02		01	02			3	2													5	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		03	7
07	0007934	4	2	70	02	2	0			01		02	02		04	6	2													6	3	3	3	3	3	3	3	3	3													03	7
07	0007935	4	1	21	02	3	0			01		03	01		05	5	5													6	3	3	3	3	3	3	3	3	3													01	7
07	0007936	4	1	57	01	2	0	1	01	02		06	01		08	3	5	1							071		811		1	5	3	3	3	3	3	3	3	3	3													04	7
07	0007937	4	1	54	01	4	0	1	01	03		06	03		06	1	3							422		752		1		4	3	3	3	3	3	3	3	3	3													04	7
07	0007937	4	1	21	03	4	0			03		01	03			4	3													4	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		04	7
07	0007938	4	1	59	01	4	0	1	01	02		02	01		09	1	3							651		132		2		1	3	3	3	2	3	3	2	2	3	1	2	2	2	2	2	2	2	2	2	2		05	7
07	0007938	4	2	19	03	4	0			02		03	01		06	4	3													1	3	3	3	2	3	3	2	2	3	1	2	2	2	2	2	2	2	2	2	2		05	7
07	0007939	4	1	83	01	1	0	1	01	01		01	01			3	1													1	2	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		02	7
07	0007941	4	2	95	01	1	0	1	01	01		01	01			3	1													5	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		02	7
07	0007943	4	2	49	02	1	0	1	02	02		01	02			1	1													5	1	1	3	2	2	2	2	3	3	1	2	2	2	2	2	2	2	2	2	2		02	7
07	0007945	4	1	46	01	1	0	1	01	01		01	01			1	1													5	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		99	7
07	0007946	4	1	59	02	3	0			01		02	01		06	2	3													3	2	3	3	3	3	3	3	3	3													01	7
07	0007947	4	2	60	01	4	0			04		06	04		08	6	4													5	2	3	3	3	3	3	3	3	3													01	7
07	0007947	4	2	37	03	4	0			04		07	04		09	2	4													5	2	3	3	3	3	3	3	3	3													01	7
07	0007948	4	1	67	01	3	0			01		01	01			1	7													6	1	2	3	1	3	3	2	3	3	1	2	2	2	2	2	2	2	2	2	2		01	7
07	0007948	4	1	15	03	3	0			01		05	01		05	4	7													6	1	2	3	1	3	3	2	3	3													01	7
07	0007950	4	1	46	01	1	0	1	01	01		01	01			1	1													5	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		02	7
07	0007952	4	2	41	01	1	0	1	01	01		01	01			1	1													5	3	3	9	3	3	9	3	3	3	1	2	2	2	2	2	2	2	2	2	2		04	7
07	0007953	4	2	62	02	2	0			01		02	01		06	5	2													4	3	3	3	3	3	3	3	3	3													05	7
