"CCAA"	"IDENTHOGAR"	"ESTRATO"	"SEXO"	"EDAD"	"NORDEN"	"NADULTOS"	"NMENORES"	"A9"	"NORDEN_Pref"	"A7_2a"	"A7_2m"	"A8"	"NORINF"	"A5_otra"	"A10"	"A11"	"A12"	"B13"	"B14"	"B15_2"	"B16_2"	"B17"	"B18"	"B19a_2"	"B19b_2"	"B20a_2"	"B20b_2"	"B21a"	"B21b"	"CLASE_PR"	"C22_1"	"C22_2"	"C22_3"	"C22_4"	"C22_5"	"C22_6"	"C22_7"	"C22_8"	"C22_9"	"D23_1"	"D23_2"	"D23_3"	"D23_4"	"D23_5"	"D23_6"	"D23_7"	"D23_8"	"D23_9"	"D23_10"	"D23_11"	"D24"	"INGRESOS"	"FACTORHOGAR"
16	0000001	5	1	75	01	1	0	1	01	01		01	01			3	1													5	2	3	3	3	2	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		02	16
16	0000003	5	2	74	01	1	0	1	01	01		01	01			3	1													6	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		01	16
16	0000004	5	2	79	02	2	0	1	02	02		01	02			3	2													4	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		02	16
16	0000005	5	2	70	02	2	0			01		02	02		04	3	2													5	1	3	3	3	3	3	3	3	2													04	16
16	0000006	5	1	27	02	2	0			02		01	01		07	1	6													6	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		04	16
16	0000007	5	2	68	02	2	0			01		02	02		06	3	2													5	3	3	3	3	3	3	3	3	3													03	16
16	0000008	5	2	71	02	2	0			02		01	02			3	2													5	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		04	16
16	0000009	5	2	53	02	3	0			02		01	03		05	5	4													5	1	3	3	3	3	3	3	2	2	2	2	1	1	2	2	2	2	2	2	2	3	03	16
16	0000010	5	2	58	01	4	0			01		01	01			1	3													4	3	3	3	3	3	3	3	3	3	1	2	1	2	2	2	2	2	2	2	2	3	05	16
16	0000010	5	1	30	03	4	0			01		03	01		09	1	3													4	3	3	3	3	3	3	3	3	3													05	16
16	0000011	5	1	49	01	2	1			01	03	01	01			1	3													4	3	3	3	2	2	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		04	16
16	0000011	5	2	6	03	2	1			01	03	03	01		01	4	3													4	3	3	3	2	2	3	3	3	3													04	16
16	0000012	5	1	8	02	2	2			01	02	03	01		01	4	3													4	3	3	3	3	3	3	3	3	3													04	16
16	0000012	5	1	3	04	2	2			01	02	03	01		01	4	3													4	3	3	3	3	3	3	3	3	3													04	16
16	0000013	5	1	50	02	6	0	1	02	03		06	02		05	1	7							245		970		1		6	3	3	3	3	3	3	3	3	3	1	2	1	2	2	2	2	2	2	2	2	1	05	16
16	0000013	5	1	17	04	6	0			03		07	02		05	4	7													6	3	3	3	3	3	3	3	3	3	1	2	1	2	2	2	2	2	2	2	2	1	05	16
16	0000013	5	2	71	06	6	0			03		08	02		04	3	7													6	3	3	3	3	3	3	3	3	3	1	2	1	2	2	2	2	2	2	2	2	1	05	16
16	0000015	6	2	56	01	2	0	1	01	02		07	01		09	1	8							812		921		2		6	3	3	1	1	1	2	3	3	3													99	16
16	0000016	6	1	76	01	2	0	1	01	01		01	01			3	6													3	3	3	3	3	3	3	3	3	3	1	2	1	2	2	2	2	2	2	2	2	3	99	16
16	0000017	6	1	76	01	2	0	1	01	02		02	02		08	3	2	1							331		753		1	4	3	2	3	3	3	3	3	3	3													99	16
16	0000018	6	1	59	01	2	0	1	01	01		01	02		08	1	2													4	3	1	3	2	3	3	3	1	3	1	2	2	2	2	2	2	2	2	2	2		04	16
16	0000019	6	1	58	01	3	0	1	01	01		01	01			1	4													4	3	3	1	1	2	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000019	6	2	54	03	3	0			01		02	01		04	1	4													4	3	3	1	1	2	3	3	3	3													99	16
16	0000020	6	2	46	02	3	0			03		03	01		09	6	4													5	1	3	3	3	3	3	3	3	3													99	16
16	0000021	6	1	66	01	4	0	1	01	01		01	01			3	7													5	3	3	3	3	3	3	3	2	3	1	2	1	2	2	2	2	2	2	2	2	3	99	16
16	0000021	6	1	16	03	4	0			01		08	01		99	4	7													5	3	3	3	3	3	3	3	2	3													99	16
16	0000022	6	1	43	01	2	2	1	01	01	03	01	01			1	3													2	3	3	2	2	2	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		05	16
16	0000022	6	1	7	03	2	2			01	03	03	01		01	4	3													2	3	3	2	2	2	3	3	3	3													05	16
16	0000023	6	1	42	01	2	3	1	01	01	03	01	01			1	3													4	3	3	3	2	2	9	3	3	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000023	6	1	9	03	2	3			01	03	03	01		01	4	3													4	3	3	3	2	2	9	3	3	3													99	16
16	0000023	6	1	4	05	2	3			01	03	03	01		01	4	3													4	3	3	3	2	2	9	3	3	3													99	16
16	0000024	6	2	75	02	2	0			01		02	02		04	3	2													5	3	3	3	3	3	3	3	3	2	2	2	1	2	2	2	2	2	2	2	2		03	16
16	0000026	6	2	28	01	1	0	1	01	01		01	01			1	1													5	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000027	6	1	30	02	2	0			02		01	01		05	1	8													3	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		04	16
16	0000028	6	1	31	02	3	0			03		03	03		09	1	8													3	3	3	3	3	3	3	3	3	3													99	16
16	0000029	6	2	3	01	2	1			03	01	03	03		01	9	3													5	3	3	1	1	3	3	3	3	3													99	16
16	0000029	6	1	32	03	2	1	1	03	03	01	01	03			1	3													5	3	3	1	1	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000030	6	1	1	02	2	2			04	02	03	04		01	7	3													6	1	3	3	3	3	3	3	2	3													99	16
16	0000030	6	2	29	04	2	2	1	04	04	02	01	04			2	3													6	1	3	3	3	3	3	3	2	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000032	5	2	67	01	1	0	1	01	01		01	01			3	1													9	3	3	3	2	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		99	16
16	0000034	5	2	64	01	1	0	1	01	01		01	01			3	1													3	3	3	1	3	2	3	3	1	3	2	2	1	2	2	2	2	2	2	2	2		99	16
16	0000035	5	2	72	02	2	0			02		01	02			3	2													2	3	3	2	2	3	3	3	3	3	2	2	2	2	2	2	2	2	1	2	2		99	16
16	0000036	5	2	80	02	2	0			01		02	01		04	3	2													2	3	3	3	3	3	3	3	1	3													03	16
16	0000037	5	1	48	02	2	0	1	02	02		01	02			5	6													5	3	3	3	3	3	3	3	3	3	2	2	1	1	2	2	2	2	2	2	2	4	02	16
16	0000038	5	1	69	02	2	0			01		02	01		04	3	2													5	3	3	3	3	3	3	3	3	3													99	16
16	0000039	5	2	86	02	3	0			02		01	02			3	4													4	2	9	3	9	9	9	9	9	9	2	2	1	2	2	2	2	1	2	2	2	8	04	16
16	0000040	5	1	38	01	2	1			01	03	01	01			1	3													1	2	3	1	3	3	3	3	2	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000040	5	2	2	03	2	1			01	03	03	01		01	7	3													1	2	3	1	3	3	3	3	2	3													99	16
16	0000041	5	2	63	02	3	1			03	04	06	03		04	3	7													5	2	3	2	2	3	2	3	3	3													99	16
16	0000041	5	2	5	04	3	1			03	04	03	03		01	4	7													5	2	3	2	2	3	2	3	3	3													99	16
16	0000042	5	2	47	02	4	2			03	06	02	02		03	1	7													3	3	3	3	3	3	3	3	3	3													99	16
16	0000042	5	1	14	04	4	2			03	06	03	02		04	4	7													3	3	3	3	3	3	3	3	3	3													99	16
16	0000042	5	2	13	06	4	2			03	06	03	02		04	4	7													3	3	3	3	3	3	3	3	3	3													99	16
16	0000044	6	1	70	01	1	0	1	01	01		01	01			3	1													5	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		02	16
16	0000046	6	2	43	01	1	0	1	01	01		01	01			1	1													2	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		02	16
16	0000048	6	2	66	01	2	0	1	01	01		01	01			1	6													1	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		04	16
16	0000049	6	1	49	01	3	1			01	03	01	04		06	1	3													5	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		04	16
16	0000049	6	2	13	03	3	1			01	03	03	04		03	4	3													5	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		04	16
16	0000050	1	2	58	01	2	0	1	01	02		06	01		09	1	5							853		223		1		1	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		04	16
16	0000051	1	2	65	01	1	0	1	01	01		01	01			3	1													3	2	1	3	3	3	3	3	1	3	2	2	1	2	2	2	2	2	2	2	2		04	16
16	0000053	1	1	82	01	2	0	1	01	02		02	02		08	3	2	1							221		312		1	4	2	3	3	2	3	3	3	3	3													04	16
16	0000054	1	2	35	01	1	3	1	01	01	03	01	01			2	5													9	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	1	2	2	2		99	16
16	0000054	1	1	5	03	1	3			01	03	03	01		01	9	5													9	3	3	3	3	3	3	3	3	3													99	16
16	0000055	1	2	78	01	1	0	1	01	01		01	01			3	1													1	2	3	3	2	3	2	3	2	9	2	2	1	2	2	2	2	2	2	2	2		99	16
16	0000057	1	2	80	01	1	0	1	01	01		01	01			3	1													1	3	2	2	2	3	2	1	3	9	2	2	1	2	2	2	2	2	2	2	2		04	16
16	0000058	1	2	71	02	2	0			01		02	02		05	3	2													4	3	2	3	1	2	2	3	1	1													99	16
16	0000060	1	2	39	01	1	0	1	01	01		01	01			1	1													5	3	3	2	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		01	16
16	0000061	1	2	32	03	2	0			03		01	03			1	6													5	3	3	3	3	3	3	3	3	2	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000062	1	1	65	02	2	0	1	02	02		01	02			3	2													1	3	3	3	2	3	3	3	2	3	2	2	1	2	2	2	2	2	2	2	2		05	16
16	0000064	1	2	12	01	1	1			02	01	03	02		04	4	5													4	3	3	3	2	3	3	2	2	2													99	16
16	0000065	1	1	34	01	2	0	1	01	01		01	01			1	2													4	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000066	1	1	78	01	1	0	1	01	01		01	01			3	1													4	3	3	3	3	3	3	3	2	3	2	2	1	2	2	2	2	2	2	2	2		01	16
16	0000067	1	2	63	02	2	0			01		02	02		07	2	2													3	1	3	3	3	3	1	3	3	3													99	16
16	0000069	1	2	54	01	1	0	1	01	01		01	01			1	1													1	2	3	3	3	2	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		03	16
16	0000071	1	2	78	01	2	0			02		07	01		06	3	8													5	1	3	3	2	3	3	3	1	3													04	16
16	0000072	1	2	67	01	2	0	1	01	01		01	01			3	6													5	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		99	16
16	0000073	1	2	90	01	1	0	1	01	01		01	01			3	1													5	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		99	16
16	0000074	1	1	58	02	3	0			01		02	01		09	2	4													1	3	1	3	2	3	2	2	2	2													05	16
16	0000075	1	2	59	01	2	0			02		02	02		08	1	2													3	2	3	3	3	3	3	3	3	3													04	16
16	0000076	1	2	37	01	1	1	1	01	01	02	01	01			1	5													1	3	2	3	3	2	2	3	1	2	1	2	2	2	2	2	2	2	2	2	2		04	16
16	0000077	1	2	48	01	2	2			01	04	01	01			1	3													1	1	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000077	1	1	44	03	2	2	1	03	01	04	02	01		09	1	3							691		251		2		1	1	3	3	3	3	3	3	3	3													99	16
16	0000078	1	1	46	01	2	3	1	01	05	02	02	05		09	1	3							861		211		1		1	3	3	3	3	3	3	3	3	3													99	16
16	0000078	1	1	7	03	2	3			05	02	03	05		01	4	3													1	3	3	3	3	3	3	3	3	3													99	16
16	0000078	1	2	43	05	2	3			05	02	01	05			1	3													1	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000079	1	2	62	02	2	0			02		01	01		06	3	2													5	2	3	3	2	3	3	3	2	3	2	2	1	2	2	2	2	2	2	2	2		03	16
16	0000081	1	2	76	01	1	0	1	01	01		01	01			3	1													3	2	3	3	2	3	3	3	1	3	2	2	1	2	2	2	2	2	2	2	2		99	16
16	0000082	1	1	79	02	2	0	1	02	01		02	01		04	3	2	1							561		500		2	3	3	3	3	1	3	3	3	3	3													99	16
16	0000083	1	2	68	02	2	0			02		01	01		04	3	2													2	3	2	3	2	3	3	3	2	2	2	2	1	2	2	2	2	2	2	2	2		04	16
16	0000084	1	2	27	02	2	0			01		03	01		09	1	6													6	2	3	3	2	3	3	3	1	2													04	16
16	0000085	1	2	67	03	2	0	1	03	03		01	03			3	2													5	3	3	3	1	3	1	3	1	3	2	2	1	2	2	2	2	2	2	2	2		99	16
16	0000087	1	1	46	01	2	1			01	03	01	01			1	3													2	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000087	1	2	5	03	2	1			01	03	03	01		01	4	3													2	3	3	3	3	3	3	3	3	3													99	16
16	0000088	1	1	12	02	2	2			04	03	03	01		04	4	3													5	2	3	3	2	3	2	3	1	3													99	16
16	0000088	1	2	48	04	2	2			04	03	01	01		09	1	3													5	2	3	3	2	3	2	3	1	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000090	1	2	78	01	2	0	1	01	01		01	01			3	2													2	3	3	3	3	3	3	3	2	2	2	2	1	2	2	2	2	2	2	2	2		05	16
16	0000091	1	1	52	01	1	0	1	01	01		01	01			1	1													1	2	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		04	16
16	0000092	1	2	31	02	3	0			03		03	02		09	1	4													3	3	3	3	3	3	3	3	1	3													05	16
16	0000093	1	1	51	01	3	0	1	01	03		02	03		06	1	3							466		351		1		3	3	2	3	2	3	3	3	2	3													99	16
16	0000093	1	2	52	03	3	0			03		01	03			2	3													3	3	2	3	2	3	3	3	2	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000094	1	2	15	02	2	0			01		03	01		05	4	5													9	3	3	3	3	3	3	3	3	3													01	16
16	0000095	1	2	35	02	2	0			02		01	01		09	1	2													1	3	3	3	3	2	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000096	1	1	57	03	2	0			03		01	03			1	2													1	2	3	1	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000097	1	1	13	02	2	1			03	02	07	01		04	4	5													3	3	2	3	2	3	3	3	3	2	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000098	1	1	53	01	3	1	1	01	03	04	02	03		08	1	3							291		430		1		3	3	2	3	3	9	9	3	2	3													99	16
16	0000098	1	2	45	03	3	1			03	04	01	03			1	3													3	3	2	3	3	9	9	3	2	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000099	1	2	14	01	2	2			03	01	03	04		04	4	3													3	3	3	3	3	3	3	3	3	3													99	16
16	0000099	1	2	49	03	2	2			03	01	01	04		09	1	3													3	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000100	1	2	41	01	2	0			01		01	02		04	1	2													5	3	3	3	1	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000101	1	1	41	01	1	0	1	01	01		01	01			2	1													6	3	3	3	2	3	3	2	2	2	2	1	2	2	2	2	2	2	2	2	2		01	16
16	0000103	1	2	62	01	1	0	1	01	01		01	01			1	1													1	3	3	3	3	3	3	3	3	2	1	2	2	2	2	2	2	2	2	2	2		04	16
16	0000104	1	2	24	02	2	0			01		03	01		08	1	5													1	3	3	3	3	3	3	2	3	2													05	16
16	0000105	1	2	64	02	2	0	1	02	02		01	02			1	2													3	2	3	3	3	3	2	3	3	2	1	2	1	2	2	2	2	2	2	2	2	1	99	16
16	0000106	1	1	81	02	2	0			01		02	01		09	3	2													1	3	3	3	3	3	3	3	2	3													05	16
16	0000108	1	1	58	01	3	0			03		02	01		09	1	3													2	2	1	3	1	1	9	2	1	1													99	16
16	0000108	1	2	55	03	3	0	1	03	03		01	01		09	1	3													2	2	1	3	1	1	9	2	1	1	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000109	1	2	73	02	2	0			01		02	01		07	3	2													4	3	3	3	2	3	2	3	1	1													99	16
16	0000110	1	1	56	04	2	0			04		01	03		02	5	8													5	3	3	3	3	3	3	3	3	3	2	2	2	1	2	2	2	2	2	2	2		99	16
16	0000111	1	1	11	02	2	1			03	02	08	01		03	4	7													6	3	3	3	3	3	3	3	1	3	1	2	2	2	2	2	2	2	2	2	2		01	16
16	0000112	1	2	76	01	2	0	1	01	01		01	01			3	2													4	3	3	3	1	3	3	3	3	2	2	2	1	2	2	2	2	2	2	2	2		04	16
16	0000113	1	1	29	01	2	0			02		02	02		05	1	2													1	3	3	3	3	3	3	3	3	3													03	16
16	0000114	1	2	81	01	2	0			02		02	02		03	6	2													6	3	3	3	3	3	3	3	3	3													99	16
16	0000115	1	1	53	01	1	0	1	01	01		01	01			1	1													9	2	2	3	2	2	3	2	1	2	2	2	2	2	2	2	2	2	2	2	1		99	16
16	0000116	1	2	52	02	2	0	1	02	02		01	02			5	2													6	1	1	3	2	3	1	3	3	2	2	2	2	1	2	2	2	2	2	2	2		02	16
16	0000117	1	2	77	02	2	0			01		02	01		04	6	2													3	3	3	3	2	3	3	3	1	3													99	16
16	0000118	1	2	50	02	3	0			01		02	02		06	1	3													4	1	3	3	1	3	3	2	3	2													99	16
16	0000119	1	2	74	01	2	0	1	01	01		01	01			3	8													5	3	3	3	3	3	3	3	1	3	2	2	1	1	2	2	2	2	2	2	2	3	03	16
16	0000120	1	1	75	01	3	0	1	01	02		02	02		06	3	4	1							000		000		9	9	3	3	3	2	3	3	3	2	2													99	16
16	0000120	1	2	25	03	3	0			02		03	02		08	1	4													9	3	3	3	2	3	3	3	2	2													99	16
16	0000121	1	1	21	02	2	1			02	03	01	02			4	5													9	3	3	3	3	3	3	2	3	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000122	1	2	29	01	1	2	1	01	01	02	01	01			2	5													5	3	2	3	3	2	2	3	3	3	2	2	2	2	1	2	2	2	2	2	2		02	16
16	0000122	1	1	0	03	1	2			01	02	03	01		01	7	5													5	3	2	3	3	2	2	3	3	3													02	16
16	0000123	1	1	32	02	3	2			01	05	07	04		07	1	7													5	2	3	3	3	3	3	1	2	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000123	1	2	28	04	3	2	1	04	01	05	02	04		07	1	7							291		820		1		5	2	3	3	3	3	3	1	2	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000124	1	2	81	01	1	0	1	01	01		01	01			3	1													5	3	3	3	2	3	3	3	3	1	2	2	1	2	2	2	2	2	2	2	2		99	16
16	0000126	1	1	58	01	1	0	1	01	01		01	01			1	1													3	3	3	3	2	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		01	16
16	0000127	1	2	47	02	2	0			01		02	01		08	1	2													2	3	3	3	2	3	3	3	3	2													04	16
16	0000128	1	2	73	02	2	0			02		01	02			3	2													4	3	3	3	1	3	3	3	3	2	2	2	1	2	2	2	2	2	2	2	2		99	16
16	0000130	1	1	70	01	3	0	1	01	01		01	01			3	4													5	3	3	3	1	3	3	3	3	3	1	2	1	2	2	2	2	2	2	2	2	3	99	16
16	0000130	1	2	32	03	3	0			01		03	01		09	1	4													5	3	3	3	1	3	3	3	3	3													99	16
16	0000132	1	2	52	01	3	0			03		02	03		04	1	3													5	3	3	3	3	3	3	3	3	1													99	16
16	0000132	1	1	50	03	3	0	1	03	03		01	03			1	3													5	3	3	3	3	3	3	3	3	1	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000133	1	1	13	02	2	1			03	02	03	03		04	4	3													4	3	3	3	2	3	3	3	3	2													99	16
16	0000134	1	1	49	01	2	2			03	04	02	03		09	1	3													3	3	3	3	3	3	3	3	3	3													99	16
16	0000134	1	2	48	03	2	2	1	03	03	04	01	03			1	3													3	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000135	1	2	66	01	1	0	1	01	01		01	01			3	1													6	3	3	3	1	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		02	16
16	0000137	1	2	70	01	1	0	1	01	01		01	00	1		3	1													6	3	3	3	3	3	3	3	2	2	2	2	1	2	2	2	2	2	2	2	2		99	16
16	0000139	1	2	44	01	1	0	1	01	01		01	01			2	1													5	1	2	3	3	2	2	2	3	2	2	1	2	2	2	2	2	2	2	2	2		99	16
16	0000140	1	2	42	02	2	0			01		02	01		09	1	2													3	3	3	3	3	3	3	3	3	3													05	16
16	0000142	1	2	76	01	1	0	1	01	01		01	01			3	1													6	3	3	3	2	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		01	16
16	0000143	1	2	81	02	2	0	1	02	01		02	02		07	3	2	1							853		572		1	5	2	2	3	1	3	3	2	3	3	2	2	1	2	2	2	2	2	2	2	2		99	16
16	0000144	1	1	73	02	3	0			02		01	02			3	4													5	3	3	3	3	3	1	3	3	1	2	2	1	1	2	2	2	2	2	2	2	3	99	16
16	0000145	1	1	86	01	3	0	1	01	01		01	01			3	4													6	3	3	3	2	3	3	3	3	3	1	2	1	2	2	2	2	2	2	2	2	3	99	16
16	0000145	1	1	47	03	3	0			01		03	01		99	1	4													6	3	3	3	2	3	3	3	3	3													99	16
16	0000146	1	2	9	02	2	2			03	04	03	03		01	4	3													3	3	1	3	1	3	3	3	1	1													99	16
16	0000146	1	1	5	04	2	2			03	04	03	03		01	4	3													3	3	1	3	1	3	3	3	1	1													99	16
16	0000148	1	2	91	01	1	0	1	01	01		01	01			3	1													5	1	3	3	2	3	3	3	2	2	2	2	1	2	2	2	2	2	2	2	2		99	16
16	0000149	1	1	52	02	2	0			02		01	02			2	6													5	2	3	3	3	3	3	3	3	3	2	1	1	2	2	2	2	2	2	2	2	3	99	16
16	0000151	1	2	55	01	2	0	1	01	02		06	02		05	1	6							812		921		1		6	3	3	1	1	1	1	1	1	1													03	16
16	0000152	1	2	92	01	1	0	1	01	01		01	01			3	1													5	3	3	3	1	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		99	16
16	0000154	1	1	81	01	2	0	1	01	01		01	01			3	2													5	3	3	3	2	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		99	16
16	0000155	1	1	64	01	1	0	1	01	01		01	01			3	1													4	2	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		99	16
16	0000156	1	1	22	02	2	0			01		03	01		09	4	5													3	2	3	1	1	9	9	3	1	1													99	16
16	0000157	1	2	45	02	2	1			02	03	01	02			1	8													5	2	3	3	3	3	3	3	3	2	1	2	2	2	2	2	2	2	2	2	2		02	16
16	0000158	1	2	38	01	3	1			02	04	02	01		09	1	8													5	2	2	3	2	3	3	3	1	2													03	16
16	0000158	1	2	22	03	3	1			02	04	08	01		06	4	8													5	2	2	3	2	3	3	3	1	2													03	16
16	0000159	1	1	48	01	2	2	1	01	03	04	02	01		08	1	3							244		740		1		4	3	3	3	3	3	3	3	1	3													99	16
16	0000159	1	2	46	03	2	2			03	04	01	01		09	1	3													4	3	3	3	3	3	3	3	1	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000160	1	2	66	01	1	0	1	01	01		01	01			3	1													4	2	3	3	2	3	3	3	1	3	2	2	1	2	2	2	2	2	2	2	2		99	16
16	0000162	1	1	61	01	1	0	1	01	01		01	01			1	1													5	2	3	3	2	3	3	3	2	2	1	2	2	2	2	2	2	2	2	2	2		02	16
16	0000164	1	2	63	01	1	0	1	01	01		01	00	1		5	1													3	3	3	3	3	3	3	3	3	3	2	2	2	1	2	2	2	2	2	2	2		99	16
16	0000165	1	2	67	02	2	0			01		10	01		04	1	8													5	3	3	3	3	3	3	3	3	3													99	16
16	0000166	1	1	51	02	2	0	1	02	02		01	02			1	2													6	2	3	3	2	9	9	3	3	9	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000168	1	2	56	01	3	0			01		01	01			1	3													6	1	1	3	2	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000168	1	2	23	03	3	0			01		03	01		09	4	3													6	1	1	3	2	3	3	3	3	3													99	16
16	0000169	1	1	58	02	4	0			04		06	04		09	1	3													3	3	3	3	3	3	3	3	3	3													99	16
16	0000169	1	2	22	04	4	0			04		01	04			4	3													3	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000170	1	2	24	02	4	0			03		03	03		09	1	3													3	3	3	3	3	3	3	3	1	3													99	16
16	0000170	1	1	21	04	4	0			03		03	03		07	4	3													3	3	3	3	3	3	3	3	1	3													99	16
16	0000171	1	2	17	02	3	0			01		03	01		06	4	3													5	3	3	3	3	2	9	9	9	9													99	16
16	0000172	1	1	54	01	4	0	1	01	03		06	02		09	1	3							000		000		1		9	3	3	3	2	2	3	3	3	2	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000172	1	1	22	03	4	0			03		01	02		08	1	3													9	3	3	3	2	2	3	3	3	2	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000173	1	1	48	01	2	2			02	04	02	02		09	1	3													1	3	3	3	3	3	3	3	3	3													05	16
16	0000173	1	2	14	03	2	2			02	04	03	02		04	4	3													1	3	3	3	3	3	3	3	3	3													05	16
16	0000174	1	1	84	01	1	0	1	01	01		01	01			3	1													4	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		99	16
16	0000176	1	1	69	01	2	0	1	01	02		02	02		07	3	2	1							842		593		1	3	1	1	3	2	1	1	3	1	3													99	16
16	0000177	1	1	69	01	2	0	1	01	01		01	01			3	2													4	3	3	3	3	2	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		04	16
16	0000178	1	1	62	01	2	0	1	01	02		02	02		07	1	2							221		814		1		5	2	3	3	1	2	3	3	3	3													99	16
16	0000179	1	2	72	01	2	0			01		01	01			6	2													5	3	3	3	1	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2		99	16
16	0000180	1	1	68	01	2	0	1	01	01		01	01			3	2													2	3	3	3	3	3	3	3	1	2	2	2	1	2	2	2	2	2	2	2	2		04	16
16	0000181	1	2	63	01	2	0			02		02	01		05	1	2													4	3	3	3	1	2	2	3	2	2													99	16
16	0000182	1	2	59	01	4	0			01		01	01			2	3													3	2	3	3	3	3	3	3	1	2	1	2	2	2	2	2	2	2	2	2	2		99	16
16	0000182	1	1	25	03	4	0			01		03	01		09	4	3													3	2	3	3	3	3	3	3	1	2													99	16
16	0000183	1	2	24	02	1	0	1	02	02		01	02			2	1													5	2	2	9	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	1		99	16
16	0000184	1	1	14	02	2	1			01	02	03	01		04	4	3													5	1	3	3	1	3	3	3	3	2													99	16
16	0000185	1	2	19	01	4	0			04		03	04		06	4	3													1	3	3	3	2	2	2	3	2	2													05	16
16	0000185	1	1	53	03	4	0			04		02	04		05	1	3													1	3	3	3	2	2	2	3	2	2													05	16
