"CCAA"	"IDENTHOGAR"	"ESTRATO"	"SEXO_i"	"EDAD_i"	"NORDEN_Ai"	"NORDEN_Mi"	"NADULTOS"	"NMENORES"	"A7_1_i"	"NORDEN_Pref"	"A7_2"	"A8_1_i"	"A8_2_i"	"NORINF"	"A9_otra"	"A10_i"	"A11_i"	"A12"	"B13"	"B14"	"B15_2"	"B16_2"	"B17"	"B18"	"B19a_2"	"B19b_2"	"B20a_2"	"B20b_2"	"B21a"	"B21b"	"FACTORHOGAR"	"CLASE_PR"	"D23_1"	"D23_2"	"D23_3"	"D23_4"	"D23_5"	"D23_6"	"D23_7"	"D23_8"	"D23_9"	"D23_10"	"D23_11"	"D24"	"D26"
"16"	"02500011"	"6"	"1"	60	"01"	"  "	2	0	"1"	"01"	"01"	"1"	"01"	"01"	" "	"07"	"1"	"2"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	325.337	"5"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"99"
"16"	"02500011"	"6"	"2"	59	"02"	"  "	2	0	"2"	"01"	"01"	"2"	"02"	"01"	" "	"07"	"1"	"2"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	325.337	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"99"
"16"	"02500021"	"6"	"2"	87	"01"	"  "	2	0	"1"	"01"	"01"	"1"	"01"	"01"	" "	"06"	"3"	"6"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	499.315	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"3"	"99"
"16"	"02500021"	"6"	"1"	55	"02"	"  "	2	0	"2"	"01"	"01"	"2"	"03"	"01"	" "	"09"	"1"	"6"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	499.315	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"99"
"16"	"02500031"	"6"	"1"	38	"01"	"  "	1	0	"1"	"01"	"01"	"1"	"01"	"01"	" "	"07"	"1"	"1"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	711.739	"4"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"02"
"16"	"02500061"	"6"	"1"	44	"01"	"  "	2	2	"2"	"02"	"02"	"2"	"02"	"02"	" "	"09"	"1"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	497.901	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"99"
"16"	"02500061"	"6"	"2"	43	"02"	"  "	2	2	"1"	"02"	"02"	"1"	"01"	"02"	" "	"09"	"1"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	497.901	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"99"
"16"	"02500061"	"6"	"2"	9	"  "	"51"	2	2	"2"	"02"	"02"	"2"	"03"	"02"	" "	"01"	"4"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	497.901	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"99"
"16"	"02500061"	"6"	"1"	7	"  "	"52"	2	2	"2"	"02"	"02"	"2"	"03"	"02"	" "	"01"	"4"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	497.901	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"99"
"16"	"02500071"	"6"	"1"	41	"01"	"  "	2	4	"1"	"01"	"01"	"1"	"01"	"01"	" "	"04"	"1"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	512.258	"4"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"99"
"16"	"02500071"	"6"	"2"	34	"02"	"  "	2	4	"2"	"01"	"01"	"2"	"02"	"01"	" "	"03"	"6"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	512.258	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"99"
"16"	"02500071"	"6"	"2"	5	"  "	"51"	2	4	"2"	"01"	"01"	"2"	"03"	"01"	" "	"01"	"4"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	512.258	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"99"
"16"	"02500071"	"6"	"2"	2	"  "	"52"	2	4	"2"	"01"	"01"	"2"	"03"	"01"	" "	"01"	"7"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	512.258	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"99"
"16"	"02500071"	"6"	"1"	11	"  "	"53"	2	4	"2"	"01"	"01"	"2"	"03"	"01"	" "	"03"	"4"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	512.258	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"99"
"16"	"02500071"	"6"	"1"	10	"  "	"54"	2	4	"2"	"01"	"01"	"2"	"03"	"01"	" "	"03"	"4"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	512.258	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"99"
"16"	"02500081"	"6"	"1"	38	"01"	"  "	2	2	"1"	"01"	"02"	"2"	"02"	"02"	" "	"07"	"1"	"3"	" "	" "	"   "	"   "	" "	" "	"221"	"   "	"833"	"   "	"1"	" "	876.709	"5"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"99"
"16"	"02500081"	"6"	"2"	34	"02"	"  "	2	2	"2"	"01"	"02"	"1"	"01"	"02"	" "	"08"	"1"	"3"	" "	" "	"   "	"   "	" "	" "	"221"	"   "	"833"	"   "	"1"	" "	876.709	"5"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"99"
"16"	"02500081"	"6"	"1"	7	"  "	"51"	2	2	"2"	"01"	"02"	"2"	"03"	"02"	" "	"01"	"4"	"3"	" "	" "	"   "	"   "	" "	" "	"221"	"   "	"833"	"   "	"1"	" "	876.709	"5"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"99"
"16"	"02500081"	"6"	"2"	4	"  "	"52"	2	2	"2"	"01"	"02"	"2"	"03"	"02"	" "	"01"	"4"	"3"	" "	" "	"   "	"   "	" "	" "	"221"	"   "	"833"	"   "	"1"	" "	876.709	"5"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"99"
"16"	"02501011"	"5"	"2"	60	"01"	"  "	1	0	"1"	"01"	"01"	"1"	"01"	"01"	" "	"05"	"6"	"1"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	788.54	"5"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	" "	"01"
"16"	"02501021"	"5"	"2"	79	"01"	"  "	1	0	"1"	"01"	"01"	"1"	"01"	"01"	" "	"04"	"3"	"1"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	719.654	"3"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"01"
"16"	"02501031"	"5"	"2"	95	"01"	"  "	3	0	"2"	"02"	"02"	"2"	"08"	"03"	" "	"04"	"3"	"8"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	678.051	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"04"
"16"	"02501031"	"5"	"1"	87	"02"	"  "	3	0	"1"	"02"	"02"	"1"	"01"	"03"	" "	"08"	"3"	"8"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	678.051	"4"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"04"
"16"	"02501031"	"5"	"2"	85	"03"	"  "	3	0	"2"	"02"	"02"	"2"	"02"	"03"	" "	"04"	"6"	"8"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	678.051	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"04"
"16"	"02501051"	"5"	"2"	82	"01"	"  "	1	0	"1"	"01"	"01"	"1"	"01"	"01"	" "	"03"	"3"	"1"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	719.654	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"01"
"16"	"02501061"	"5"	"1"	80	"01"	"  "	2	0	"1"	"01"	"02"	"2"	"02"	"01"	" "	"04"	"3"	"2"	"1"	" "	"   "	"   "	" "	" "	"   "	"222"	"   "	"316"	" "	"1"	545.777	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"03"
"16"	"02501061"	"5"	"2"	77	"02"	"  "	2	0	"2"	"01"	"02"	"1"	"01"	"01"	" "	"05"	"6"	"2"	"1"	" "	"   "	"   "	" "	" "	"   "	"222"	"   "	"316"	" "	"1"	545.777	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"03"
"16"	"02501081"	"5"	"1"	44	"01"	"  "	1	0	"1"	"01"	"01"	"1"	"01"	"01"	" "	"07"	"1"	"1"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	812.025	"4"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"03"
"16"	"02501091"	"5"	"1"	47	"01"	"  "	1	0	"1"	"01"	"01"	"1"	"01"	"01"	" "	"08"	"1"	"1"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	625.652	"5"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"99"
"16"	"02501101"	"5"	"1"	60	"01"	"  "	4	0	"2"	"03"	"04"	"2"	"06"	"03"	" "	"05"	"1"	"3"	" "	" "	"   "	"   "	" "	"1"	"   "	"477"	"   "	"522"	" "	"1"	628.05	"5"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"99"
"16"	"02501101"	"5"	"2"	49	"02"	"  "	4	0	"2"	"03"	"04"	"2"	"06"	"03"	" "	"09"	"1"	"3"	" "	" "	"   "	"   "	" "	"1"	"   "	"477"	"   "	"522"	" "	"1"	628.05	"5"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"99"
"16"	"02501101"	"5"	"1"	19	"03"	"  "	4	0	"1"	"03"	"04"	"2"	"07"	"03"	" "	"06"	"4"	"3"	" "	" "	"   "	"   "	" "	"1"	"   "	"477"	"   "	"522"	" "	"1"	628.05	"5"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"99"
"16"	"02501101"	"5"	"2"	16	"04"	"  "	4	0	"2"	"03"	"04"	"1"	"01"	"03"	" "	"05"	"4"	"3"	" "	" "	"   "	"   "	" "	"1"	"   "	"477"	"   "	"522"	" "	"1"	628.05	"5"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"99"
"16"	"02501111"	"5"	"1"	56	"01"	"  "	3	0	"2"	"02"	"02"	"2"	"02"	"01"	" "	"05"	"2"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	675.632	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"01"
"16"	"02501111"	"5"	"2"	48	"02"	"  "	3	0	"1"	"02"	"02"	"1"	"01"	"01"	" "	"07"	"1"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	675.632	"5"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"01"
"16"	"02501111"	"5"	"2"	20	"03"	"  "	3	0	"2"	"02"	"02"	"2"	"03"	"01"	" "	"08"	"4"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	675.632	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"01"
"16"	"02501121"	"5"	"2"	56	"01"	"  "	4	0	"1"	"01"	"03"	"2"	"06"	"04"	" "	"06"	"1"	"5"	" "	" "	"   "	"   "	" "	" "	"970"	"   "	"571"	"   "	"1"	" "	528.663	"5"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"04"
"16"	"02501121"	"5"	"1"	55	"02"	"  "	4	0	"2"	"01"	"03"	"2"	"06"	"04"	" "	"06"	"1"	"5"	" "	" "	"   "	"   "	" "	" "	"970"	"   "	"571"	"   "	"1"	" "	528.663	"5"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"04"
"16"	"02501121"	"5"	"1"	25	"03"	"  "	4	0	"2"	"01"	"03"	"1"	"01"	"04"	" "	"07"	"1"	"5"	" "	" "	"   "	"   "	" "	" "	"970"	"   "	"571"	"   "	"1"	" "	528.663	"5"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"04"
"16"	"02501121"	"5"	"2"	23	"04"	"  "	4	0	"2"	"01"	"03"	"2"	"07"	"04"	" "	"07"	"1"	"5"	" "	" "	"   "	"   "	" "	" "	"970"	"   "	"571"	"   "	"1"	" "	528.663	"5"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"04"
"16"	"02501141"	"5"	"1"	55	"01"	"  "	2	0	"1"	"01"	"02"	"2"	"02"	"01"	" "	"05"	"1"	"2"	" "	" "	"   "	"   "	" "	" "	"241"	"   "	"761"	"   "	"1"	" "	592.435	"4"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"99"
"16"	"02501141"	"5"	"2"	46	"02"	"  "	2	0	"2"	"01"	"02"	"1"	"01"	"01"	" "	"09"	"1"	"2"	" "	" "	"   "	"   "	" "	" "	"241"	"   "	"761"	"   "	"1"	" "	592.435	"4"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"99"
"16"	"02501151"	"5"	"2"	78	"01"	"  "	2	0	"2"	"02"	"02"	"2"	"02"	"01"	" "	"04"	"6"	"2"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	545.777	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"02"
"16"	"02501151"	"5"	"1"	77	"02"	"  "	2	0	"1"	"02"	"02"	"1"	"01"	"01"	" "	"06"	"3"	"2"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	545.777	"4"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"02"
"16"	"02502011"	"6"	"2"	61	"01"	"  "	3	0	"2"	"02"	"03"	"2"	"08"	"03"	" "	"02"	"3"	"8"	" "	" "	"   "	"   "	" "	" "	"110"	"   "	"951"	"   "	"1"	" "	583.587	"6"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"05"
"16"	"02502011"	"6"	"1"	55	"02"	"  "	3	0	"1"	"02"	"03"	"2"	"02"	"03"	" "	"04"	"1"	"8"	" "	" "	"   "	"   "	" "	" "	"110"	"   "	"951"	"   "	"1"	" "	583.587	"6"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"05"
"16"	"02502011"	"6"	"2"	53	"03"	"  "	3	0	"2"	"02"	"03"	"1"	"01"	"03"	" "	"09"	"1"	"8"	" "	" "	"   "	"   "	" "	" "	"110"	"   "	"951"	"   "	"1"	" "	583.587	"6"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"05"
"16"	"02502021"	"6"	"2"	86	"01"	"  "	1	0	"1"	"01"	"01"	"1"	"01"	"01"	" "	"03"	"3"	"1"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	631.317	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"01"
"16"	"02502031"	"6"	"2"	40	"01"	"  "	2	2	"2"	"02"	"02"	"2"	"02"	"01"	" "	"09"	"1"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	590.378	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"04"
"16"	"02502031"	"6"	"1"	39	"02"	"  "	2	2	"1"	"02"	"02"	"1"	"01"	"01"	" "	"09"	"1"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	590.378	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"04"
"16"	"02502031"	"6"	"2"	6	"  "	"51"	2	2	"2"	"02"	"02"	"2"	"03"	"01"	" "	"01"	"4"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	590.378	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"04"
"16"	"02502031"	"6"	"2"	4	"  "	"52"	2	2	"2"	"02"	"02"	"2"	"03"	"01"	" "	"01"	"4"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	590.378	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"04"
"16"	"02502041"	"6"	"1"	59	"01"	"  "	2	0	"2"	"02"	"02"	"2"	"02"	"02"	" "	"04"	"1"	"2"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	295.036	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"99"
"16"	"02502041"	"6"	"2"	55	"02"	"  "	2	0	"1"	"02"	"02"	"1"	"01"	"02"	" "	"06"	"1"	"2"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	295.036	"3"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"99"
"16"	"02502051"	"6"	"1"	71	"01"	"  "	1	0	"1"	"01"	"01"	"1"	"01"	"01"	" "	"04"	"3"	"1"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	463.398	"5"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"01"
"16"	"02502061"	"6"	"2"	56	"01"	"  "	1	0	"1"	"01"	"01"	"1"	"01"	"01"	" "	"09"	"1"	"1"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	339.587	"3"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"02"
"16"	"02502071"	"6"	"1"	53	"01"	"  "	3	0	"1"	"01"	"03"	"2"	"06"	"01"	" "	"07"	"1"	"3"	" "	" "	"   "	"   "	" "	" "	"861"	"   "	"561"	"   "	"1"	" "	708.983	"5"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"99"
"16"	"02502071"	"6"	"2"	46	"02"	"  "	3	0	"2"	"01"	"03"	"2"	"06"	"01"	" "	"09"	"1"	"3"	" "	" "	"   "	"   "	" "	" "	"861"	"   "	"561"	"   "	"1"	" "	708.983	"5"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"99"
"16"	"02502071"	"6"	"2"	15	"03"	"  "	3	0	"2"	"01"	"03"	"1"	"01"	"01"	" "	"04"	"4"	"3"	" "	" "	"   "	"   "	" "	" "	"861"	"   "	"561"	"   "	"1"	" "	708.983	"5"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"99"
"16"	"02502081"	"6"	"2"	80	"01"	"  "	1	0	"1"	"01"	"01"	"1"	"01"	"01"	" "	"04"	"3"	"1"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	631.317	"5"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"99"
"16"	"02502091"	"6"	"2"	92	"01"	"  "	1	0	"1"	"01"	"01"	"1"	"01"	"00"	"1"	"03"	"3"	"1"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	631.317	"6"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"02"
"16"	"02502101"	"6"	"1"	61	"01"	"  "	2	0	"1"	"01"	"02"	"2"	"02"	"02"	" "	"03"	"1"	"2"	" "	" "	"   "	"   "	" "	" "	"012"	"   "	"611"	"   "	"1"	" "	287.276	"5"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"01"
"16"	"02502101"	"6"	"2"	59	"02"	"  "	2	0	"2"	"01"	"02"	"1"	"01"	"02"	" "	"07"	"6"	"2"	" "	" "	"   "	"   "	" "	" "	"012"	"   "	"611"	"   "	"1"	" "	287.276	"5"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"01"
"16"	"02502111"	"6"	"2"	44	"01"	"  "	2	2	"2"	"02"	"02"	"2"	"02"	"01"	" "	"08"	"1"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	381.828	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"04"
"16"	"02502111"	"6"	"1"	44	"02"	"  "	2	2	"1"	"02"	"02"	"1"	"01"	"01"	" "	"07"	"1"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	381.828	"5"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"04"
"16"	"02502111"	"6"	"1"	7	"  "	"51"	2	2	"2"	"02"	"02"	"2"	"03"	"01"	" "	"01"	"4"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	381.828	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"04"
"16"	"02502111"	"6"	"2"	10	"  "	"52"	2	2	"2"	"02"	"02"	"2"	"03"	"01"	" "	"03"	"4"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	381.828	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"04"
"16"	"02502121"	"6"	"2"	44	"01"	"  "	2	2	"2"	"02"	"01"	"1"	"01"	"01"	" "	"09"	"1"	"3"	" "	" "	"   "	"   "	" "	" "	"477"	"   "	"351"	"   "	"1"	" "	439.651	"3"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"05"
"16"	"02502121"	"6"	"1"	40	"02"	"  "	2	2	"1"	"02"	"01"	"2"	"02"	"01"	" "	"08"	"1"	"3"	" "	" "	"   "	"   "	" "	" "	"477"	"   "	"351"	"   "	"1"	" "	439.651	"3"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"05"
"16"	"02502121"	"6"	"1"	8	"  "	"51"	2	2	"2"	"02"	"01"	"2"	"03"	"01"	" "	"01"	"4"	"3"	" "	" "	"   "	"   "	" "	" "	"477"	"   "	"351"	"   "	"1"	" "	439.651	"3"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"05"
"16"	"02502121"	"6"	"2"	6	"  "	"52"	2	2	"2"	"02"	"01"	"2"	"03"	"01"	" "	"01"	"4"	"3"	" "	" "	"   "	"   "	" "	" "	"477"	"   "	"351"	"   "	"1"	" "	439.651	"3"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"05"
"16"	"02502131"	"6"	"2"	43	"01"	"  "	2	2	"2"	"02"	"02"	"2"	"02"	"01"	" "	"07"	"6"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	454.04	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"03"
"16"	"02502131"	"6"	"1"	41	"02"	"  "	2	2	"1"	"02"	"02"	"1"	"01"	"01"	" "	"08"	"1"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	454.04	"5"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"03"
"16"	"02502131"	"6"	"1"	8	"  "	"51"	2	2	"2"	"02"	"02"	"2"	"03"	"01"	" "	"01"	"4"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	454.04	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"03"
"16"	"02502131"	"6"	"1"	12	"  "	"52"	2	2	"2"	"02"	"02"	"2"	"03"	"01"	" "	"04"	"4"	"3"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	454.04	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"03"
"16"	"02502141"	"6"	"1"	83	"01"	"  "	2	0	"1"	"01"	"02"	"2"	"02"	"01"	" "	"04"	"3"	"2"	"1"	" "	"   "	"   "	" "	" "	"   "	"011"	"   "	"611"	" "	"3"	478.783	"5"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"01"
"16"	"02502141"	"6"	"2"	82	"02"	"  "	2	0	"2"	"01"	"02"	"1"	"01"	"01"	" "	"04"	"6"	"2"	"1"	" "	"   "	"   "	" "	" "	"   "	"011"	"   "	"611"	" "	"3"	478.783	"5"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"01"
"16"	"02502151"	"6"	"1"	76	"01"	"  "	2	0	"1"	"01"	"01"	"1"	"01"	"01"	" "	"04"	"3"	"2"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	478.783	"5"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	" "	"01"
"16"	"02502151"	"6"	"2"	67	"02"	"  "	2	0	"2"	"01"	"01"	"2"	"02"	"01"	" "	"04"	"3"	"2"	" "	" "	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	478.783	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"01"
"16"	"02503011"	"5"	"2"	79	"01"	"  "	2	0	"1"	"01"	"02"	"2"	"06"	"02"	" "	"04"	"3"	"6"	"9"	"9"	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	673.247	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"99"
"16"	"02503011"	"5"	"1"	45	"02"	"  "	2	0	"2"	"01"	"02"	"1"	"01"	"02"	" "	"05"	"1"	"6"	"9"	"9"	"   "	"   "	" "	" "	"   "	"   "	"   "	"   "	" "	" "	673.247	"9"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"3"	"99"
